scenario,weather,policy,group_dimension,group_value,agents_with_legs,legs,primary_walking,primary_bus,primary_metro,primary_ride_hailing,final_walking,final_bus,final_metro,final_ride_hailing,final_walking_share,final_bus_share,final_metro_share,final_ride_hailing_share,ride_requests,ride_successes,ride_failures,ride_success_rate,mean_successful_ride_pickup_wait_minutes,mean_ride_queue_wait_minutes,fallback_attempts,fallback_successes,transport_unmet_legs,mean_total_travel_time,mean_cumulative_wait_minutes,total_outdoor_exposure_minutes,total_rain_exposure_minutes,total_heat_risk_burden_threshold_26,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,transport_unmet_activities,activity_metric_coverage
E07,W0,C2,elder_access_group,60+_nondigital_unassisted,48,105,1,95,8,0,1,95,8,0,0.009523809523809525,0.9047619047619048,0.0761904761904762,0.0,0,0,0,,,,1,0,1,60.173298076923075,7.180038095238095,1814.405,0.0,0.0,57,56,0.9824561403508771,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E08,W1,C2,all,all,1752,3839,35,1563,1615,625,35,1563,1615,625,0.009116957541026309,0.40713727533211774,0.42068246939307113,0.16280281323261267,625,625,0,1.0,9.089984,0.0,1,0,1,58.000952840020844,7.263532430320396,66867.721,0.0,524055.770714,2133,2082,0.9760900140646976,1454,1452,0.9986244841815681,1,complete
E08,W1,C2,age_group,18-39,782,1789,33,581,833,342,33,581,833,342,0.0184460592509782,0.3247624371157071,0.4656232532140861,0.1911682504192286,342,342,0,1.0,9.641888888888888,0.0,0,0,0,56.87196198993851,7.3846171045276705,31402.774999999998,0.0,194088.292336,1020,1005,0.9852941176470589,729,728,0.9986282578875172,0,complete
E08,W1,C2,age_group,40-59,641,1333,1,606,652,74,1,606,652,74,0.0007501875468867217,0.45461365341335336,0.4891222805701425,0.0555138784696174,74,74,0,1.0,9.453756756756757,0.0,0,0,0,63.411609152288065,7.090528132033009,24657.108,0.0,178533.987517,697,691,0.9913916786226685,612,611,0.9983660130718954,0,complete
E08,W1,C2,age_group,60+,329,717,1,376,130,209,1,376,130,209,0.001394700139470014,0.5244072524407253,0.18131101813110181,0.2914923291492329,209,209,0,1.0,8.058066985645933,0.0,1,0,1,50.74866201117319,7.283050209205021,10807.838,0.0,151433.49086100003,416,386,0.9278846153846154,113,113,1.0,1,complete
E08,W1,C2,digital_group,digital,1590,3487,34,1336,1563,554,34,1336,1563,554,0.009750501864066534,0.3831373673644967,0.44823630628047034,0.15887582449096643,554,554,0,1.0,9.27848555956679,0.0,0,0,0,58.348336965873244,7.2687146544307435,61285.969,0.0,445073.061714,1917,1893,0.9874804381846636,1394,1392,0.9985652797704447,0,travel_profile_known_plus_elder_roster
E08,W1,C2,digital_group,non_digital,162,352,1,227,52,71,1,227,52,71,0.002840909090909091,0.6448863636363636,0.14772727272727273,0.20170454545454544,71,71,0,1.0,7.619140845070421,0.0,1,0,1,54.549874643874645,7.212196022727273,5581.752,0.0,78982.70899999999,206,189,0.9174757281553398,60,60,1.0,1,travel_profile_known_plus_elder_roster
E08,W1,C2,elder_status,under_60,1423,3122,34,1187,1485,416,34,1187,1485,416,0.010890454836643177,0.38020499679692504,0.47565663036515055,0.13324791800128122,416,416,0,1.0,9.608423076923078,0.0,0,0,0,59.66419442664958,7.259049967969251,56059.883,0.0,372622.27985299996,1707,1696,0.9935559461042766,1341,1339,0.9985085756897838,0,complete_for_elders;under60_travel_profile_known
E08,W1,C2,elder_status,60+,329,717,1,376,130,209,1,376,130,209,0.001394700139470014,0.5244072524407253,0.18131101813110181,0.2914923291492329,209,209,0,1.0,8.058066985645933,0.0,1,0,1,50.74866201117319,7.283050209205021,10807.838,0.0,151433.49086100003,416,386,0.9278846153846154,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E08,W1,C2,elder_access_group,60+_digital,167,365,0,149,78,138,0,149,78,138,0.0,0.40821917808219177,0.2136986301369863,0.3780821917808219,138,138,0,1.0,8.283891304347828,0.0,0,0,0,47.09324931506849,7.351380821917808,5226.085999999999,0.0,72450.781861,210,197,0.9380952380952381,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E08,W1,C2,elder_access_group,60+_nondigital_assisted,118,256,0,141,44,71,0,141,44,71,0.0,0.55078125,0.171875,0.27734375,71,71,0,1.0,7.619140845070421,0.0,0,0,0,51.6815859375,7.257359375,3923.061,0.0,55482.98946700001,149,138,0.9261744966442953,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E08,W1,C2,elder_access_group,60+_nondigital_unassisted,44,96,1,86,8,0,1,86,8,0,0.010416666666666666,0.8958333333333334,0.08333333333333333,0.0,0,0,0,,,,1,0,1,62.27915789473685,7.091760416666666,1658.6909999999998,0.0,23499.719533,57,51,0.8947368421052632,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E09,W2,C2,all,all,1699,3687,20,813,1733,1120,20,833,1735,1098,0.005424464334147003,0.22592893951722268,0.4705722809872525,0.2978030919446705,1120,1098,22,0.9803571428571428,10.35647797571342,0.5767641226190473,23,22,1,59.28903879544221,8.676553295362083,69085.086,46248.448856999996,0.0,2133,2034,0.9535864978902954,1454,1443,0.9924346629986245,1,complete
E09,W2,C2,age_group,18-39,763,1717,20,142,896,659,20,150,897,650,0.011648223645894,0.08736167734420501,0.5224228305183459,0.37856726849155503,659,650,9,0.9863429438543247,10.903062531794872,0.35741979615579117,9,9,0,57.0529673849738,9.18629411764706,32149.172,22494.059923,0.0,1020,976,0.9568627450980393,729,725,0.9945130315500685,0,complete
E09,W2,C2,age_group,40-59,607,1255,0,322,687,246,0,323,687,245,0.0,0.25737051792828686,0.547410358565737,0.1952191235059761,246,245,1,0.9959349593495935,10.24286766802721,0.12136007588075859,1,1,0,65.76620557768923,8.274398406374504,25021.788,19140.302455999998,0.0,697,673,0.9655667144906743,612,605,0.988562091503268,0,complete
E09,W2,C2,age_group,60+,329,715,0,349,150,215,0,360,151,203,0.0,0.5034965034965035,0.2111888111888112,0.2839160839160839,215,203,12,0.9441860465116279,8.74344627093596,1.7701469441860465,13,12,1,53.28132212885154,8.158342657342658,11914.126,4614.086478,0.0,416,385,0.9254807692307693,113,113,1.0,1,complete
E09,W2,C2,digital_group,digital,1535,3332,20,597,1670,1045,20,615,1672,1025,0.006002400960384154,0.18457382953181273,0.5018007202881153,0.30762304921968786,1045,1025,20,0.9808612440191388,10.437442469593496,0.47873543668261526,20,20,0,59.69468457382953,8.752765306122448,63013.94,44020.588256999996,0.0,1865,1788,0.9587131367292225,1338,1327,0.9917787742899851,0,travel_profile_known_plus_elder_roster
E09,W2,C2,digital_group,non_digital,164,355,0,216,63,75,0,218,63,73,0.0,0.6140845070422535,0.17746478873239438,0.2056338028169014,75,73,2,0.9733333333333334,9.219647753424658,1.942630480000001,3,2,1,55.47092655367232,7.961233802816901,6071.146000000001,2227.8606,0.0,206,190,0.9223300970873787,60,60,1.0,1,travel_profile_known_plus_elder_roster
E09,W2,C2,elder_status,under_60,1370,2972,20,464,1583,905,20,473,1584,895,0.006729475100942127,0.1591520861372813,0.5329744279946165,0.3011440107671602,905,895,10,0.988950276243094,10.7223387981378,0.29325328655616906,10,10,0,60.73234623149395,8.801223755047106,57170.96000000001,41634.362379,0.0,1655,1593,0.9625377643504531,1285,1274,0.9914396887159533,0,complete_for_elders;under60_travel_profile_known
E09,W2,C2,elder_status,60+,329,715,0,349,150,215,0,360,151,203,0.0,0.5034965034965035,0.2111888111888112,0.2839160839160839,215,203,12,0.9441860465116279,8.74344627093596,1.7701469441860465,13,12,1,53.28132212885154,8.158342657342658,11914.126,4614.086478,0.0,416,385,0.9254807692307693,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E09,W2,C2,elder_access_group,60+_digital,165,360,0,133,87,140,0,142,88,130,0.0,0.39444444444444443,0.24444444444444444,0.3611111111111111,140,130,10,0.9285714285714286,8.476040823076923,1.6777450499999995,10,10,0,51.12821111111112,8.35271388888889,5842.98,2386.225878,0.0,210,195,0.9285714285714286,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E09,W2,C2,elder_access_group,60+_nondigital_assisted,118,254,0,132,47,75,0,134,47,73,0.0,0.5275590551181102,0.18503937007874016,0.2874015748031496,75,73,2,0.9733333333333334,9.219647753424658,1.942630480000001,2,2,0,52.7663779527559,8.100917322834645,4224.457,1628.9323999999997,0.0,149,137,0.9194630872483222,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E09,W2,C2,elder_access_group,60+_nondigital_unassisted,46,101,0,84,16,0,0,84,16,0,0.0,0.8316831683168316,0.15841584158415842,0.0,0,0,0,,,,1,0,1,62.340480000000014,7.609950495049505,1846.689,598.9282,0.0,57,53,0.9298245614035088,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E10,W0,C3,all,all,1781,3914,41,1725,1611,536,41,1725,1611,536,0.010475217169136432,0.44072560040878894,0.41159938681655595,0.1369443025038324,536,536,0,1.0,9.650158582089551,0.0,1,0,1,58.39771147457194,7.354208226877874,69523.986,0.0,0.0,2133,2126,0.9967182372245663,1454,1452,0.9986244841815681,1,complete
E10,W0,C3,age_group,18-39,788,1808,37,595,830,346,37,595,830,346,0.020464601769911505,0.3290929203539823,0.459070796460177,0.1913716814159292,346,346,0,1.0,10.04134393063584,0.0,0,0,0,56.702528207964605,7.484489491150442,31888.659,0.0,0.0,1020,1015,0.9950980392156863,729,728,0.9986282578875172,0,complete
E10,W0,C3,age_group,40-59,644,1341,2,609,647,83,2,609,647,83,0.0014914243102162564,0.4541387024608501,0.482475764354959,0.061894108873974646,83,83,0,1.0,10.12046987951807,0.0,0,0,0,63.025181953765845,7.174670395227443,24826.277000000002,0.0,0.0,697,696,0.9985652797704447,612,611,0.9983660130718954,0,complete
E10,W0,C3,age_group,60+,349,765,2,521,134,107,2,521,134,107,0.00261437908496732,0.681045751633987,0.17516339869281045,0.13986928104575164,107,107,0,1.0,8.020383177570093,0.0,1,0,1,54.28704842931937,7.361020915032681,12809.050000000001,0.0,0.0,416,415,0.9975961538461539,113,113,1.0,1,complete
E10,W0,C3,digital_group,digital,1606,3533,39,1426,1564,504,39,1426,1564,504,0.011038777243136145,0.4036229833003114,0.4426832720067931,0.14265496744975942,504,504,0,1.0,9.78103373015873,0.0,0,0,0,58.599138975375034,7.364230965185396,63031.971999999994,0.0,0.0,1927,1921,0.9968863518422418,1394,1392,0.9985652797704447,0,travel_profile_known_plus_elder_roster
E10,W0,C3,digital_group,non_digital,175,381,2,299,47,32,2,299,47,32,0.005249343832020997,0.7847769028871391,0.12335958005249344,0.08398950131233596,32,32,0,1.0,7.588875,0.0,1,0,1,56.52496578947369,7.261267716535432,6492.014,0.0,0.0,206,205,0.9951456310679612,60,60,1.0,1,travel_profile_known_plus_elder_roster
E10,W0,C3,elder_status,under_60,1432,3149,39,1204,1477,429,39,1204,1477,429,0.012384884090187362,0.3823436011432201,0.4690377897745316,0.13623372499206096,429,429,0,1.0,10.05665268065268,0.0,0,0,0,59.395026992696096,7.352553191489362,56714.936,0.0,0.0,1717,1711,0.9965055329062318,1341,1339,0.9985085756897838,0,complete_for_elders;under60_travel_profile_known
E10,W0,C3,elder_status,60+,349,765,2,521,134,107,2,521,134,107,0.00261437908496732,0.681045751633987,0.17516339869281045,0.13986928104575164,107,107,0,1.0,8.020383177570093,0.0,1,0,1,54.28704842931937,7.361020915032681,12809.050000000001,0.0,0.0,416,415,0.9975961538461539,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E10,W0,C3,elder_access_group,60+_digital,174,384,0,222,87,75,0,222,87,75,0.0,0.578125,0.2265625,0.1953125,75,75,0,1.0,8.204493333333334,0.0,0,0,0,52.072442708333334,7.4599947916666665,6317.036,0.0,0.0,210,210,1.0,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E10,W0,C3,elder_access_group,60+_nondigital_assisted,127,276,0,208,39,29,0,208,39,29,0.0,0.7536231884057971,0.14130434782608695,0.10507246376811594,29,29,0,1.0,7.615310344827586,0.0,0,0,0,55.773155797101445,7.391891304347825,4726.459,0.0,0.0,149,149,1.0,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E10,W0,C3,elder_access_group,60+_nondigital_unassisted,48,105,2,91,8,3,2,91,8,3,0.01904761904761905,0.8666666666666667,0.0761904761904762,0.02857142857142857,3,3,0,1.0,7.333333333333333,0.0,1,0,1,58.52015384615385,6.917914285714286,1765.5549999999998,0.0,0.0,57,56,0.9824561403508771,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E12,W2,C3,all,all,1699,3687,22,887,1734,1043,22,900,1736,1028,0.005966910767561703,0.24410089503661514,0.4708435042039599,0.27881746677515595,1043,1028,15,0.9856184084372004,10.485183192931258,0.4012016513263023,16,15,1,59.660843461747156,8.608262272850556,69617.94200000001,46251.376857,0.0,2133,2032,0.9526488513830286,1454,1439,0.9896836313617606,1,complete
E12,W2,C3,age_group,18-39,763,1717,21,134,882,680,21,139,884,673,0.0122306348281887,0.0809551543389633,0.5148514851485149,0.39196272568433316,680,673,7,0.9897058823529412,10.889111964834077,0.29051375343137237,7,7,0,56.56788934187536,9.158321490972627,31828.364999999998,22334.943923,0.0,1020,976,0.9568627450980393,729,723,0.9917695473251029,0,complete
E12,W2,C3,age_group,40-59,607,1255,0,331,682,242,0,334,682,239,0.0,0.2661354581673307,0.5434262948207171,0.1904382470119522,242,239,3,0.987603305785124,10.163623430962343,0.24793388429752067,3,3,0,66.01653386454183,8.305415139442232,25131.083000000002,19152.876455999998,0.0,697,671,0.9626972740315638,612,603,0.9852941176470589,0,complete
E12,W2,C3,age_group,60+,329,715,1,422,170,121,1,427,170,116,0.0013986013986013986,0.5972027972027972,0.23776223776223776,0.16223776223776223,121,116,5,0.9586776859504132,8.804223879310346,1.3297848760330584,6,5,1,55.927245098039215,7.818921678321679,12658.493999999999,4763.556478,0.0,416,385,0.9254807692307693,113,113,1.0,1,complete
E12,W2,C3,digital_group,digital,1535,3332,21,638,1665,1008,21,649,1667,995,0.0063025210084033615,0.1947779111644658,0.5003001200480192,0.29861944777911165,1008,995,13,0.9871031746031746,10.554066978894472,0.3631732579365079,13,13,0,59.85538535414166,8.708710084033614,63219.576,43972.523257,0.0,1865,1786,0.9576407506702412,1338,1323,0.9887892376681614,0,travel_profile_known_plus_elder_roster
E12,W2,C3,digital_group,non_digital,164,355,1,249,69,35,1,251,69,33,0.0028169014084507044,0.7070422535211267,0.19436619718309858,0.09295774647887324,35,33,2,0.9428571428571428,8.408232676767676,1.4964193809523814,3,2,1,57.829731638418075,7.665467605633803,6398.366,2278.8535999999995,0.0,206,190,0.9223300970873787,60,60,1.0,1,travel_profile_known_plus_elder_roster
E12,W2,C3,elder_status,under_60,1370,2972,21,465,1564,922,21,473,1566,912,0.0070659488559892325,0.1591520861372813,0.5269179004037685,0.30686406460296095,922,912,10,0.9891540130151844,10.698989421418128,0.27933769233550243,10,10,0,60.55781157469717,8.798160834454912,56959.448000000004,41487.820379,0.0,1655,1591,0.9613293051359516,1285,1270,0.9883268482490273,0,complete_for_elders;under60_travel_profile_known
E12,W2,C3,elder_status,60+,329,715,1,422,170,121,1,427,170,116,0.0013986013986013986,0.5972027972027972,0.23776223776223776,0.16223776223776223,121,116,5,0.9586776859504132,8.804223879310346,1.3297848760330584,6,5,1,55.927245098039215,7.818921678321679,12658.493999999999,4763.556478,0.0,416,385,0.9254807692307693,113,113,1.0,1,complete_for_elders;under60_travel_profile_known
E12,W2,C3,elder_access_group,60+_digital,165,360,0,173,101,86,0,176,101,83,0.0,0.4888888888888889,0.28055555555555556,0.23055555555555557,86,83,3,0.9651162790697675,8.961666164658634,1.2619685077519387,3,3,0,54.05646666666666,7.970244444444445,6260.128000000001,2484.702878,0.0,210,195,0.9285714285714286,53,53,1.0,0,complete_for_elders;under60_travel_profile_known
E12,W2,C3,elder_access_group,60+_nondigital_assisted,118,254,0,167,55,32,0,169,55,30,0.0,0.6653543307086615,0.21653543307086615,0.11811023622047244,32,30,2,0.9375,8.582389277777777,1.6367086979166672,2,2,0,56.51911417322835,7.785968503937008,4608.366,1687.8154,0.0,149,137,0.9194630872483222,45,45,1.0,0,complete_for_elders;under60_travel_profile_known
E12,W2,C3,elder_access_group,60+_nondigital_unassisted,46,101,1,82,14,3,1,82,14,3,0.009900990099009901,0.8118811881188119,0.13861386138613863,0.0297029702970297,3,3,0,1.0,6.666666666666667,0.0,1,0,1,61.15870000000001,7.362425742574257,1790.0,591.0382,0.0,57,53,0.9298245614035088,15,15,1.0,1,complete_for_elders;under60_travel_profile_known
E13,W0,D1,all,all,1781,3914,41,1832,1661,380,41,1832,1661,380,0.010475217169136432,0.4680633622892182,0.4243740419008687,0.0970873786407767,380,380,0,1.0,9.472773684210527,0.0,0,0,0,59.43955416453756,7.2488605007664795,70984.263,0.0,0.0,2133,2129,0.9981247069854665,1454,1453,0.9993122420907841,0,complete
E13,W0,D1,age_group,18-39,788,1808,39,670,832,267,39,670,832,267,0.02157079646017699,0.37057522123893805,0.46017699115044247,0.14767699115044247,267,267,0,1.0,9.875385767790263,0.0,0,0,0,57.98496792035399,7.265097898230088,32377.488999999998,0.0,0.0,1020,1017,0.9970588235294118,729,729,1.0,0,complete
E13,W0,D1,age_group,40-59,644,1341,1,649,653,38,1,649,653,38,0.0007457121551081282,0.48396718866517524,0.48695003728560776,0.028337061894108874,38,38,0,1.0,9.836578947368418,0.0,0,0,0,64.1406077554064,7.097107382550337,25203.903,0.0,0.0,697,696,0.9985652797704447,612,611,0.9983660130718954,0,complete
E13,W0,D1,age_group,60+,349,765,1,513,176,75,1,513,176,75,0.00130718954248366,0.6705882352941176,0.23006535947712417,0.09803921568627451,75,75,0,1.0,7.855146666666666,0.0,0,0,0,54.636650980392155,7.4764993464052285,13402.871,0.0,0.0,416,416,1.0,113,113,1.0,0,complete
E13,W0,D1,digital_group,digital,1698,3734,40,1701,1626,367,40,1701,1626,367,0.010712372790573112,0.4555436529191216,0.435457953936797,0.09828602035350831,367,367,0,1.0,9.552190735694822,0.0,0,0,0,59.459501606855916,7.229294590251741,67713.48800000001,0.0,0.0,2036,2032,0.9980353634577603,1422,1421,0.9992967651195499,0,travel_profile_known_plus_elder_roster
E13,W0,D1,digital_group,non_digital,83,180,1,131,35,13,1,131,35,13,0.005555555555555556,0.7277777777777777,0.19444444444444445,0.07222222222222222,13,13,0,1.0,7.230769230769231,0.0,0,0,0,59.02575555555557,7.654744444444445,3270.775,0.0,0.0,97,97,1.0,32,32,1.0,0,travel_profile_known_plus_elder_roster
E13,W0,D1,elder_status,under_60,1432,3149,40,1319,1485,305,40,1319,1485,305,0.012702445220704985,0.4188631311527469,0.4715782788186726,0.09685614480787552,305,305,0,1.0,9.87055081967213,0.0,0,0,0,60.60634391870436,7.1935592251508425,57581.392,0.0,0.0,1717,1713,0.9976703552708212,1341,1340,0.9992542878448919,0,complete_for_elders;under60_travel_profile_known
E13,W0,D1,elder_status,60+,349,765,1,513,176,75,1,513,176,75,0.00130718954248366,0.6705882352941176,0.23006535947712417,0.09803921568627451,75,75,0,1.0,7.855146666666666,0.0,0,0,0,54.636650980392155,7.4764993464052285,13402.871,0.0,0.0,416,416,1.0,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E13,W0,D1,elder_access_group,60+_digital,266,585,0,382,141,62,0,382,141,62,0.0,0.652991452991453,0.24102564102564103,0.10598290598290598,62,62,0,1.0,7.986064516129032,0.0,0,0,0,53.28615726495726,7.421654700854701,10132.096000000001,0.0,0.0,319,319,1.0,81,81,1.0,0,complete_for_elders;under60_travel_profile_known
E13,W0,D1,elder_access_group,60+_nondigital_assisted,71,154,0,107,34,13,0,107,34,13,0.0,0.6948051948051948,0.22077922077922077,0.08441558441558442,13,13,0,1.0,7.230769230769231,0.0,0,0,0,58.02969480519481,7.559668831168832,2747.0080000000003,0.0,0.0,83,83,1.0,30,30,1.0,0,complete_for_elders;under60_travel_profile_known
E13,W0,D1,elder_access_group,60+_nondigital_unassisted,12,26,1,24,1,0,1,24,1,0,0.038461538461538464,0.9230769230769231,0.038461538461538464,0.0,0,0,0,,,,0,0,0,64.9255,8.217884615384616,523.7669999999999,0.0,0.0,14,14,1.0,2,2,1.0,0,complete_for_elders;under60_travel_profile_known
E14,W1,D1,all,all,1752,3839,35,1628,1658,518,35,1628,1658,518,0.009116957541026309,0.42406876790830944,0.4318833029434749,0.13493097160718937,518,518,0,1.0,9.097812741312742,0.0,0,0,0,58.57090153685856,7.216689762959104,67957.671,0.0,539924.8761839999,2133,2082,0.9760900140646976,1454,1452,0.9986244841815681,0,complete
E14,W1,D1,age_group,18-39,782,1789,34,590,833,332,34,590,833,332,0.019005030743432086,0.32979318054779205,0.4656232532140861,0.18557853549468978,332,332,0,1.0,9.567990963855422,0.0,0,0,0,56.99120346562326,7.325784237003914,31411.606,0.0,194566.602672,1020,1004,0.984313725490196,729,728,0.9986282578875172,0,complete
E14,W1,D1,age_group,40-59,641,1333,1,608,654,70,1,608,654,70,0.0007501875468867217,0.4561140285071268,0.490622655663916,0.05251312828207052,70,70,0,1.0,9.303428571428574,0.0,0,0,0,63.47092198049513,7.056180795198799,24677.627,0.0,178937.172349,697,691,0.9913916786226685,612,611,0.9983660130718954,0,complete
E14,W1,D1,age_group,60+,329,717,0,430,171,116,0,430,171,116,0.0,0.599721059972106,0.2384937238493724,0.16178521617852162,116,116,0,1.0,7.628051724137931,0.0,0,0,0,53.40263458856346,7.2428940027893995,11868.437999999998,0.0,166421.10116299998,416,387,0.9302884615384616,113,113,1.0,0,complete
E14,W1,D1,digital_group,digital,1672,3666,35,1512,1622,497,35,1512,1622,497,0.009547190398254229,0.41243862520458263,0.44244408074195307,0.13557010365521005,497,497,0,1.0,9.190476861167003,0.0,0,0,0,58.575364429896354,7.203196399345335,64945.546,0.0,497391.366549,2026,1989,0.9817374136229022,1422,1420,0.9985935302390999,0,travel_profile_known_plus_elder_roster
E14,W1,D1,digital_group,non_digital,80,173,0,116,36,21,0,116,36,21,0.0,0.6705202312138728,0.20809248554913296,0.12138728323699421,21,21,0,1.0,6.904761904761905,0.0,0,0,0,58.47632947976879,7.502624277456649,3012.125,0.0,42533.509634999995,97,93,0.9587628865979382,32,32,1.0,0,travel_profile_known_plus_elder_roster
E14,W1,D1,elder_status,under_60,1423,3122,35,1198,1487,402,35,1198,1487,402,0.011210762331838564,0.3837283792440743,0.4762972453555413,0.1287636130685458,402,402,0,1.0,9.52192288557214,0.0,0,0,0,59.75784817424727,7.210671684817425,56089.233,0.0,373503.77502099995,1707,1695,0.9929701230228472,1341,1339,0.9985085756897838,0,complete_for_elders;under60_travel_profile_known
E14,W1,D1,elder_status,60+,329,717,0,430,171,116,0,430,171,116,0.0,0.599721059972106,0.2384937238493724,0.16178521617852162,116,116,0,1.0,7.628051724137931,0.0,0,0,0,53.40263458856346,7.2428940027893995,11868.437999999998,0.0,166421.10116299998,416,387,0.9302884615384616,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E14,W1,D1,elder_access_group,60+_digital,249,544,0,314,135,95,0,314,135,95,0.0,0.5772058823529411,0.24816176470588236,0.17463235294117646,95,95,0,1.0,7.787936842105264,0.0,0,0,0,51.789125,7.160295955882353,8856.313,0.0,123887.59152799999,319,294,0.9216300940438872,81,81,1.0,0,complete_for_elders;under60_travel_profile_known
E14,W1,D1,elder_access_group,60+_nondigital_assisted,69,149,0,93,35,21,0,93,35,21,0.0,0.6241610738255033,0.2348993288590604,0.14093959731543623,21,21,0,1.0,6.904761904761905,0.0,0,0,0,57.06193959731543,7.26176510067114,2516.222,0.0,35652.857068,83,80,0.963855421686747,30,30,1.0,0,complete_for_elders;under60_travel_profile_known
E14,W1,D1,elder_access_group,60+_nondigital_unassisted,11,24,0,23,1,0,0,23,1,0,0.0,0.9583333333333334,0.041666666666666664,0.0,0,0,0,,,,0,0,0,67.25733333333334,8.997958333333333,495.903,0.0,6880.652567,14,13,0.9285714285714286,2,2,1.0,0,complete_for_elders;under60_travel_profile_known
E15,W2,D1,all,all,1699,3687,20,894,1775,998,20,903,1776,988,0.005424464334147003,0.2449145646867372,0.4816924328722539,0.26796853810686194,998,988,10,0.9899799599198397,10.418637986504724,0.25810353774215095,10,10,0,59.78007648494711,8.570256034716571,70074.802,46475.222479000004,0.0,2133,2038,0.9554617909048289,1454,1443,0.9924346629986245,0,complete
E15,W2,D1,age_group,18-39,763,1717,19,149,895,654,19,155,895,648,0.0110658124635993,0.09027373325567851,0.5212580081537566,0.37740244612696566,654,648,6,0.9908256880733946,10.887052979423869,0.2715402609582058,6,6,0,57.075983110075704,9.140082119976704,32081.856,22490.688145,0.0,1020,977,0.957843137254902,729,724,0.9931412894375857,0,complete
E15,W2,D1,age_group,40-59,607,1255,0,318,684,253,0,320,685,250,0.0,0.2549800796812749,0.545816733067729,0.199203187250996,253,250,3,0.9881422924901185,10.129204,0.23715415019762845,3,3,0,65.61374422310757,8.280124302788845,24974.247000000003,19150.712455999997,0.0,697,674,0.9670014347202296,612,606,0.9901960784313726,0,complete
E15,W2,D1,age_group,60+,329,715,1,427,196,91,1,428,196,90,0.0013986013986013986,0.5986013986013986,0.27412587412587414,0.1258741258741259,91,90,1,0.989010989010989,7.850033333333332,0.21978021978021978,1,1,0,56.034167832167824,7.711128671328672,13018.698999999999,4833.821878000001,0.0,416,387,0.9302884615384616,113,113,1.0,0,complete
E15,W2,D1,digital_group,digital,1623,3523,19,784,1735,985,19,793,1736,975,0.005393130854385467,0.22509225092250923,0.49276185069543005,0.2767527675276753,985,975,10,0.9898477157360406,10.458065980170941,0.2615099803722504,10,10,0,59.7828481407891,8.600489355662788,66930.78399999999,45271.479479,0.0,1974,1893,0.958966565349544,1366,1355,0.9919472913616398,0,travel_profile_known_plus_elder_roster
E15,W2,D1,digital_group,non_digital,76,164,1,110,40,13,1,110,40,13,0.006097560975609756,0.6707317073170732,0.24390243902439024,0.07926829268292683,13,13,0,1.0,7.461538461538462,0.0,0,0,0,59.72053658536585,7.920792682926828,3144.018,1203.743,0.0,97,89,0.9175257731958762,32,32,1.0,0,travel_profile_known_plus_elder_roster
E15,W2,D1,elder_status,under_60,1370,2972,19,467,1579,907,19,475,1580,898,0.00639300134589502,0.1598250336473755,0.531628532974428,0.3021534320323015,907,898,9,0.9900771775082691,10.676070524127692,0.26194854538772505,9,9,0,60.68126244952894,8.776943808882908,57056.103,41641.400601,0.0,1655,1595,0.9637462235649547,1285,1274,0.9914396887159533,0,complete_for_elders;under60_travel_profile_known
E15,W2,D1,elder_status,60+,329,715,1,427,196,91,1,428,196,90,0.0013986013986013986,0.5986013986013986,0.27412587412587414,0.1258741258741259,91,90,1,0.989010989010989,7.850033333333332,0.21978021978021978,1,1,0,56.034167832167824,7.711128671328672,13018.698999999999,4833.821878000001,0.0,416,387,0.9302884615384616,113,113,1.0,0,complete_for_elders;under60_travel_profile_known
E15,W2,D1,elder_access_group,60+_digital,253,551,0,317,156,78,0,318,156,77,0.0,0.5771324863883848,0.2831215970961887,0.1397459165154265,78,77,1,0.9871794871794872,7.915623376623376,0.2564102564102564,1,1,0,54.936954627949184,7.648724137931033,9874.681,3630.078878,0.0,319,298,0.9341692789968652,81,81,1.0,0,complete_for_elders;under60_travel_profile_known
E15,W2,D1,elder_access_group,60+_nondigital_assisted,65,140,0,91,36,13,0,91,36,13,0.0,0.65,0.2571428571428571,0.09285714285714286,13,13,0,1.0,7.461538461538462,0.0,0,0,0,58.49851428571429,7.796492857142857,2625.365,1023.5989999999999,0.0,83,76,0.9156626506024096,30,30,1.0,0,complete_for_elders;under60_travel_profile_known
