seed,agent_id,age_group,age_range,is_elder,digital_access,family_assistance,segment,smartphone_access,coupon_awareness_probability,coupon_claim_probability,independent_ride_hailing,home_zone,work_status,medical_need_level
47,64,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
47,65,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z1,regular_worker,
47,66,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
47,67,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
47,68,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,flexible_non_worker,
47,69,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z9,regular_worker,
47,70,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
47,71,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
47,72,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z8,regular_worker,
47,73,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
47,74,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
47,75,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
47,76,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z8,regular_worker,
47,77,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
47,78,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
47,79,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
47,80,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z3,flexible_non_worker,
47,81,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z9,regular_worker,
47,82,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,83,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z1,regular_worker,
47,84,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,85,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
47,86,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,87,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
47,88,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
47,89,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,90,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,91,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
47,92,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
47,93,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,94,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,95,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,96,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z9,regular_worker,
47,97,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z9,regular_worker,
47,98,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,99,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,100,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,flexible_non_worker,
47,101,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
47,102,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
47,103,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
47,104,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z1,regular_worker,
47,105,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,106,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,107,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,108,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,109,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,110,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,flexible_non_worker,
47,111,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,flexible_non_worker,
47,112,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,113,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,flexible_non_worker,
47,114,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,115,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,116,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
47,117,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,118,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,119,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,120,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,121,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
47,122,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,123,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,regular_worker,
47,124,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,125,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,regular_worker,
47,126,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,127,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,128,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,129,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,130,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,131,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z1,regular_worker,
47,132,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,133,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
47,134,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
47,135,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,136,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,regular_worker,
47,137,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
47,138,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,139,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
47,140,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
47,141,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,regular_worker,
47,142,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
47,143,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,144,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
47,145,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z1,flexible_non_worker,
47,146,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
47,147,60+,"[60, 99]",True,True,True,60+,True,,,,Z4,retired,standard
47,148,60+,"[60, 99]",True,False,True,60+,False,,,,Z7,retired,low
47,149,60+,"[60, 99]",True,True,True,60+,True,,,,Z6,part_time_worker,low
47,150,60+,"[60, 99]",True,False,True,60+,True,,,,Z6,part_time_worker,low
47,151,60+,"[60, 99]",True,True,True,60+,True,,,,Z3,retired,low
47,152,60+,"[60, 99]",True,False,True,60+,True,,,,Z6,retired,low
47,153,60+,"[60, 99]",True,False,True,60+,True,,,,Z4,retired,standard
47,154,60+,"[60, 99]",True,False,True,60+,True,,,,Z7,retired,standard
47,155,60+,"[60, 99]",True,False,True,60+,True,,,,Z2,retired,standard
47,156,60+,"[60, 99]",True,False,True,60+,True,,,,Z4,part_time_worker,low
47,157,60+,"[60, 99]",True,True,True,60+,True,,,,Z7,retired,low
47,158,60+,"[60, 99]",True,False,False,60+,False,,,,Z9,part_time_worker,low
47,159,60+,"[60, 99]",True,True,True,60+,True,,,,Z5,retired,low
47,160,60+,"[60, 99]",True,True,True,60+,True,,,,Z5,retired,standard
47,161,60+,"[60, 99]",True,False,False,60+,True,,,,Z3,retired,low
47,162,60+,"[60, 99]",True,False,False,60+,False,,,,Z5,retired,standard
47,163,60+,"[60, 99]",True,False,True,60+,False,,,,Z3,retired,low
47,164,60+,"[60, 99]",True,False,True,60+,True,,,,Z2,retired,standard
47,165,60+,"[60, 99]",True,True,True,60+,True,,,,Z9,retired,standard
47,166,60+,"[60, 99]",True,True,True,60+,True,,,,Z5,retired,standard
47,167,60+,"[60, 99]",True,False,False,60+,False,,,,Z3,retired,high
47,168,60+,"[60, 99]",True,True,True,60+,True,,,,Z7,retired,low
47,169,60+,"[60, 99]",True,True,True,60+,True,,,,Z8,retired,standard
47,170,60+,"[60, 99]",True,True,False,60+,True,,,,Z8,retired,low
47,171,60+,"[60, 99]",True,False,True,60+,True,,,,Z7,retired,standard
47,172,60+,"[60, 99]",True,True,True,60+,True,,,,Z2,retired,low
47,173,60+,"[60, 99]",True,False,False,60+,True,,,,Z3,retired,low
47,174,60+,"[60, 99]",True,True,True,60+,True,,,,Z3,retired,low
47,175,60+,"[60, 99]",True,False,False,60+,True,,,,Z8,retired,low
47,176,60+,"[60, 99]",True,True,False,60+,True,,,,Z7,part_time_worker,low
47,177,60+,"[60, 99]",True,False,True,60+,False,,,,Z3,retired,standard
47,178,60+,"[60, 99]",True,True,True,60+,True,,,,Z2,retired,standard
47,179,60+,"[60, 99]",True,True,True,60+,True,,,,Z6,part_time_worker,low
47,180,60+,"[60, 99]",True,False,True,60+,False,,,,Z1,part_time_worker,low
47,181,60+,"[60, 99]",True,False,True,60+,True,,,,Z2,retired,standard
47,182,60+,"[60, 99]",True,True,True,60+,True,,,,Z7,retired,standard
47,183,60+,"[60, 99]",True,False,True,60+,True,,,,Z5,retired,standard
47,184,60+,"[60, 99]",True,True,False,60+,True,,,,Z3,retired,standard
47,185,60+,"[60, 99]",True,False,False,60+,True,,,,Z9,retired,standard
47,186,60+,"[60, 99]",True,True,False,60+,True,,,,Z6,retired,low
47,187,60+,"[60, 99]",True,True,True,60+,True,,,,Z4,part_time_worker,low
47,188,60+,"[60, 99]",True,False,False,60+,True,,,,Z8,retired,low
47,189,60+,"[60, 99]",True,True,False,60+,True,,,,Z2,retired,low
47,190,60+,"[60, 99]",True,True,True,60+,True,,,,Z2,retired,standard
47,191,60+,"[60, 99]",True,True,True,60+,True,,,,Z1,retired,low
47,192,60+,"[60, 99]",True,False,True,60+,True,,,,Z3,retired,standard
47,193,60+,"[60, 99]",True,True,False,60+,True,,,,Z4,retired,standard
47,194,60+,"[60, 99]",True,True,True,60+,True,,,,Z3,retired,standard
47,195,60+,"[60, 99]",True,False,True,60+,True,,,,Z9,retired,standard
47,196,60+,"[60, 99]",True,False,True,60+,True,,,,Z5,part_time_worker,low
47,197,60+,"[60, 99]",True,True,True,60+,True,,,,Z4,retired,low
47,198,60+,"[60, 99]",True,False,True,60+,True,,,,Z2,retired,high
47,199,60+,"[60, 99]",True,False,True,60+,True,,,,Z7,retired,low
47,200,60+,"[60, 99]",True,False,False,60+,True,,,,Z8,retired,high
48,1,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,2,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,3,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z1,regular_worker,
48,4,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z1,regular_worker,
48,5,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z9,regular_worker,
48,6,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,7,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,8,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,9,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,10,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,11,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,12,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,13,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z1,regular_worker,
48,14,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,15,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,16,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,17,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,18,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,19,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,20,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,21,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z3,regular_worker,
48,22,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z3,regular_worker,
48,23,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,24,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,flexible_non_worker,
48,25,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,flexible_non_worker,
48,26,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,27,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,28,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z1,regular_worker,
48,29,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z1,regular_worker,
48,30,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,31,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,32,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,flexible_non_worker,
48,33,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z9,flexible_non_worker,
48,34,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z3,regular_worker,
48,35,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,36,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,37,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,flexible_non_worker,
48,38,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,39,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,40,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,41,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,42,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z3,regular_worker,
48,43,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,44,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,45,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,flexible_non_worker,
48,46,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,47,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,48,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,49,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,50,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z8,regular_worker,
48,51,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z8,regular_worker,
48,52,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,53,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,flexible_non_worker,
48,54,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,55,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,56,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,57,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,58,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z8,regular_worker,
48,59,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,60,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,61,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,62,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,63,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,64,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z9,regular_worker,
48,65,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,66,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,67,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,68,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,69,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z4,regular_worker,
48,70,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z3,regular_worker,
48,71,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,flexible_non_worker,
48,72,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z3,regular_worker,
48,73,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z3,regular_worker,
48,74,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z7,regular_worker,
48,75,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,76,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z8,regular_worker,
48,77,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z5,regular_worker,
48,78,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,79,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z2,regular_worker,
48,80,18-39,"[18, 39]",False,True,,18-39,True,,,True,Z6,regular_worker,
48,81,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
48,82,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
48,83,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
48,84,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
48,85,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
48,86,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
48,87,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
48,88,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
48,89,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
48,90,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,flexible_non_worker,
48,91,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
48,92,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
48,93,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
48,94,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
48,95,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,regular_worker,
48,96,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
48,97,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
48,98,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
48,99,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
48,100,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
48,101,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,regular_worker,
48,102,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
48,103,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
48,104,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z4,flexible_non_worker,
48,105,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
48,106,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
48,107,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z1,regular_worker,
48,108,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
48,109,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
48,110,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
48,111,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z9,regular_worker,
48,112,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z1,regular_worker,
48,113,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z9,regular_worker,
48,114,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
48,115,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
48,116,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z2,regular_worker,
48,117,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
48,118,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
48,119,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z1,regular_worker,
48,120,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,flexible_non_worker,
48,121,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
48,122,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z3,regular_worker,
48,123,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z7,regular_worker,
48,124,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z9,regular_worker,
48,125,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,regular_worker,
48,126,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
48,127,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,regular_worker,
48,128,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z5,regular_worker,
48,129,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z6,regular_worker,
48,130,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z8,regular_worker,
48,131,40-59,"[40, 59]",False,True,,40-59,True,,,True,Z1,regular_worker,
