decision_sequence,decision_id,agent_id,age_group,digital_access,family_assistance,leg_id,purpose,origin_zone,destination_zone,departure_time,weather_scenario,shared_state_key,state_version_before,state_version_after,base_road_flow_pcu_per_hour,endogenous_flow_before,endogenous_flow_after,prior_influencer_count,prior_influencer_leg_ids,mode_probabilities_without_prior_agents,mode_probabilities_with_prior_agents,probability_delta_from_prior_agents,maximum_absolute_probability_delta,affected_by_prior_agents,coupon_awarded,coupon_available_at_choice,coupon_binding_rule,coupon_bound_to_ride_hailing,chosen_mode,chosen_probability,chosen_systematic_utility,chosen_weather_exposure_age_weight,chosen_weather_exposure_medical_need_weight,chosen_weather_exposure_disutility,chosen_fare_sensitivity_multiplier,chosen_age_transfer_burden_minutes,chosen_perceived_time_minutes,chosen_perceived_fare_cost_yuan,llm_reason,api_decision_succeeded,api_call_attempted,api_response_source,api_attempt_count,api_input_tokens,api_output_tokens,api_elapsed_ms,response_sha256,published_traffic_event
11,travel:250-2026-07-07-L01,250,18-39,True,,250-2026-07-07-L01,work,Z5,Z1,2026-07-07 06:09:16.860000,W2,nine_zone_representative|all|2026-07-07T06:00,2,2,24.0,12.0,12.0,2,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.999529736, ""ride_hailing"": 0.000470264}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.99953555, ""ride_hailing"": 0.00046445}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 5.814e-06, ""ride_hailing"": -5.814e-06}",5.814e-06,True,False,False,first_trip_decision_only,False,metro,0.99953555,-10.819571,1.0,1.0,0.0,1.0,0.0,109.550793,8.0,"Metro is much cheaper and has a high model probability, making it the best choice for a regular worker commuting to work.",True,True,live_api,1,436,39,1308.294,301e54d4aa3dffa15cd0fc8a2a66cf84e92d19bc10f24ec4a6e73942acf12e81,False
12,travel:252-2026-07-07-L01,252,18-39,True,,252-2026-07-07-L01,work,Z6,Z6,2026-07-07 06:11:14.940000,W2,nine_zone_representative|all|2026-07-07T06:00,2,3,24.0,12.0,18.0,2,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.460610788, ""metro"": 0.0, ""ride_hailing"": 0.539389212}","{""walk"": 0.0, ""bus"": 0.457904385, ""metro"": 0.0, ""ride_hailing"": 0.542095615}","{""walk"": 0.0, ""bus"": -0.002706403, ""metro"": 0.0, ""ride_hailing"": 0.002706403}",0.002706403,True,False,False,first_trip_decision_only,False,ride_hailing,0.542095615,-8.936206,1.0,1.0,0.373345,1.0,0.0,39.760681,46.12,"Faster travel time and lower outdoor exposure despite higher cost, as a regular worker with digital access.",True,True,live_api,1,436,36,1187.563,84814c6b936a2eb892bbffd3a9dbd744ee600b29c5bcbc09a8ec3d631af31fd3,True
13,travel:438-2026-07-07-L01,438,40-59,True,,438-2026-07-07-L01,work,Z3,Z6,2026-07-07 06:13:38.640000,W2,nine_zone_representative|all|2026-07-07T06:00,3,3,24.0,18.0,18.0,3,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.172921337, ""metro"": 0.696245127, ""ride_hailing"": 0.130833535}","{""walk"": 0.0, ""bus"": 0.171072541, ""metro"": 0.697846166, ""ride_hailing"": 0.131081293}","{""walk"": 0.0, ""bus"": -0.001848796, ""metro"": 0.001601038, ""ride_hailing"": 0.000247757}",0.001848796,True,True,True,first_trip_decision_only,False,metro,0.697846166,-5.273824,1.2,1.0,0.84,1.0,0.0,52.024,4.0,"Fast, reliable, and affordable for work commute with moderate outdoor exposure.",True,True,live_api,1,503,28,1113.476,2471586a4e1813ee37aaf7481e3d1972c25ba0d7a7e7c47200edf8d275266926,False
14,travel:530-2026-07-07-L01,530,40-59,True,,530-2026-07-07-L01,work,Z8,Z8,2026-07-07 06:14:05.160000,W2,nine_zone_representative|all|2026-07-07T06:00,3,4,24.0,18.0,24.0,3,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.458916583, ""metro"": 0.0, ""ride_hailing"": 0.541083417}","{""walk"": 0.0, ""bus"": 0.455384977, ""metro"": 0.0, ""ride_hailing"": 0.544615023}","{""walk"": 0.0, ""bus"": -0.003531606, ""metro"": 0.0, ""ride_hailing"": 0.003531606}",0.003531606,True,True,True,first_trip_decision_only,True,ride_hailing,0.544615023,-6.9384,1.2,1.0,0.448014,1.0,0.0,38.805076,35.76,"Faster travel time and coupon reduces cost, making it more attractive for work trip.",True,True,live_api,1,436,33,1166.212,0fa28bde8220643f880b114e875472d874114f7459e423f8a7c0d3575f2e4507,True
15,travel:189-2026-07-07-L01,189,18-39,True,,189-2026-07-07-L01,work,Z2,Z3,2026-07-07 06:15:45.900000,W2,nine_zone_representative|all|2026-07-07T06:00,4,5,24.0,24.0,30.0,4,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.52501461, ""metro"": 0.148065848, ""ride_hailing"": 0.326919542}","{""walk"": 0.0, ""bus"": 0.520232622, ""metro"": 0.149239151, ""ride_hailing"": 0.330528227}","{""walk"": 0.0, ""bus"": -0.004781988, ""metro"": 0.001173304, ""ride_hailing"": 0.003608685}",0.004781988,True,False,False,first_trip_decision_only,False,ride_hailing,0.330528227,-8.731312,1.0,1.0,0.28,1.0,0.0,37.574574,46.83,"Fastest travel time with short wait, suitable for a regular worker commuting to work.",True,True,live_api,1,503,33,955.643,ada9c357a86cec6b587f378fcda1d18a3fa7c48f4bd90ea99c9baba9b5b12908,True
16,travel:297-2026-07-07-L01,297,18-39,True,,297-2026-07-07-L01,work,Z2,Z3,2026-07-07 06:15:45.900000,W2,nine_zone_representative|all|2026-07-07T06:00,5,6,24.0,30.0,36.0,5,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.52501461, ""metro"": 0.148065848, ""ride_hailing"": 0.326919542}","{""walk"": 0.0, ""bus"": 0.518991687, ""metro"": 0.149543432, ""ride_hailing"": 0.331464881}","{""walk"": 0.0, ""bus"": -0.006022924, ""metro"": 0.001477584, ""ride_hailing"": 0.004545339}",0.006022924,True,False,False,first_trip_decision_only,False,ride_hailing,0.331464881,-8.731487,1.0,1.0,0.28,1.0,0.0,37.576522,46.83,Fastest travel time and lowest outdoor exposure for a regular worker commuting to work.,True,True,live_api,1,503,32,1183.045,14f7d8ce0c715896784863bc1c66358fc2140ebb7860844b6e77cf81c4e0dbb4,True
17,travel:194-2026-07-07-L01,194,18-39,True,,194-2026-07-07-L01,work,Z6,Z6,2026-07-07 06:17:04.080000,W2,nine_zone_representative|all|2026-07-07T06:00,6,7,24.0,36.0,42.0,6,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.399554909, ""metro"": 0.0, ""ride_hailing"": 0.600445091}","{""walk"": 0.0, ""bus"": 0.391124474, ""metro"": 0.0, ""ride_hailing"": 0.608875526}","{""walk"": 0.0, ""bus"": -0.008430435, ""metro"": 0.0, ""ride_hailing"": 0.008430435}",0.008430435,True,False,False,first_trip_decision_only,False,ride_hailing,0.608875526,-8.410993,1.0,1.0,0.373345,1.0,0.0,37.80498,43.21,"I am a regular worker with digital access, and ride-hailing is faster and more convenient for my work trip despite the higher cost.",True,True,live_api,1,436,43,1512.321,66fff4c5d3d30fe786b971454a86de5991c018cdedef41598948bc6e505654a6,True
18,travel:12-2026-07-07-L01,12,18-39,True,,12-2026-07-07-L01,work,Z5,Z7,2026-07-07 06:17:38.880000,W2,nine_zone_representative|all|2026-07-07T06:00,7,8,24.0,42.0,48.0,7,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.252465622, ""metro"": 0.366217745, ""ride_hailing"": 0.381316633}","{""walk"": 0.0, ""bus"": 0.230276288, ""metro"": 0.379099173, ""ride_hailing"": 0.390624539}","{""walk"": 0.0, ""bus"": -0.022189334, ""metro"": 0.012881428, ""ride_hailing"": 0.009307906}",0.022189334,True,False,False,first_trip_decision_only,False,ride_hailing,0.390624539,-10.112259,1.0,1.0,0.373345,1.0,0.0,44.787933,52.15,"Fastest travel time with minimal outdoor exposure, suitable for a regular worker commuting to work.",True,True,live_api,1,503,34,1601.992,92b61e58871a85922dd74283b590eec7230e31e94bd7532aad5f3f3de3388522,True
19,travel:469-2026-07-07-L01,469,40-59,True,,469-2026-07-07-L01,work,Z5,Z7,2026-07-07 06:17:38.880000,W2,nine_zone_representative|all|2026-07-07T06:00,8,8,24.0,48.0,48.0,8,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01"", ""12-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.471434635, ""metro"": 0.343507333, ""ride_hailing"": 0.185058032}","{""walk"": 0.0, ""bus"": 0.44181796, ""metro"": 0.36404371, ""ride_hailing"": 0.194138329}","{""walk"": 0.0, ""bus"": -0.029616675, ""metro"": 0.020536377, ""ride_hailing"": 0.009080298}",0.029616675,True,False,False,first_trip_decision_only,False,bus,0.44181796,-8.539783,1.2,1.0,0.0,1.0,0.0,115.786621,2.0,Lowest cost and acceptable travel time for a regular worker with no coupon.,True,True,live_api,1,503,29,1462.383,21eb1c394f8b068fe1be635fb889fa9723e35742d2cbc162954858bc22e8d96c,False
20,travel:673-2026-07-07-L01,673,40-59,True,,673-2026-07-07-L01,work,Z9,Z9,2026-07-07 06:17:47.220000,W2,nine_zone_representative|all|2026-07-07T06:00,8,9,24.0,48.0,54.0,8,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01"", ""12-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.398672364, ""metro"": 0.0, ""ride_hailing"": 0.601327636}","{""walk"": 0.0, ""bus"": 0.385836849, ""metro"": 0.0, ""ride_hailing"": 0.614163151}","{""walk"": 0.0, ""bus"": -0.012835515, ""metro"": 0.0, ""ride_hailing"": 0.012835515}",0.012835515,True,False,False,first_trip_decision_only,False,ride_hailing,0.614163151,-7.540202,1.2,1.0,0.672,1.0,0.0,39.813187,38.27,Faster travel time and lower outdoor exposure despite higher cost.,True,True,live_api,1,436,28,1257.171,5465a83c7cf0d64d0030110a80f9b6f50ff7785e2efff7f4d5de8a82510f8fef,True
21,travel:452-2026-07-07-L01,452,40-59,True,,452-2026-07-07-L01,work,Z6,Z1,2026-07-07 06:20:38.820000,W2,nine_zone_representative|all|2026-07-07T06:00,9,9,24.0,54.0,54.0,9,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01"", ""12-2026-07-07-L01"", ""673-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.004443617, ""metro"": 0.927039054, ""ride_hailing"": 0.068517329}","{""walk"": 0.0, ""bus"": 0.003214926, ""metro"": 0.929487614, ""ride_hailing"": 0.067297459}","{""walk"": 0.0, ""bus"": -0.001228691, ""metro"": 0.002448561, ""ride_hailing"": -0.00121987}",0.002448561,True,True,True,first_trip_decision_only,False,metro,0.929487614,-8.029977,1.2,1.0,0.0,1.0,0.0,94.604959,7.0,Metro has the highest model probability and is the most reliable choice for work trip despite longer travel time.,True,True,live_api,1,503,35,1348.335,0a9058b2eb01c8fb69a3c1ec4d7320eef2fbc56b50de5b442b57ff11dc01458f,False
22,travel:120-2026-07-07-L01,120,18-39,True,,120-2026-07-07-L01,work,Z7,Z4,2026-07-07 06:22:11.880000,W2,nine_zone_representative|all|2026-07-07T06:00,9,10,24.0,54.0,60.0,9,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01"", ""12-2026-07-07-L01"", ""673-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.383227677, ""metro"": 0.238226826, ""ride_hailing"": 0.378545497}","{""walk"": 0.0, ""bus"": 0.368444247, ""metro"": 0.242589182, ""ride_hailing"": 0.388966571}","{""walk"": 0.0, ""bus"": -0.01478343, ""metro"": 0.004362356, ""ride_hailing"": 0.010421074}",0.01478343,True,False,False,first_trip_decision_only,False,ride_hailing,0.388966571,-9.396592,1.0,1.0,0.28,1.0,0.0,40.699914,50.03,"Fastest travel time and lowest outdoor exposure, suitable for a regular worker commuting to work.",True,True,live_api,1,503,34,1184.749,c37aa1ba27dbb7e837302486df7b60e11f5f5fc64aa16d21f435b8b0a29e3e0a,True
23,travel:565-2026-07-07-L01,565,40-59,True,,565-2026-07-07-L01,work,Z3,Z7,2026-07-07 06:24:15,W2,nine_zone_representative|all|2026-07-07T06:00,10,10,24.0,60.0,60.0,10,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01"", ""12-2026-07-07-L01"", ""673-2026-07-07-L01"", ""120-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.996134649, ""ride_hailing"": 0.003865351}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.996222187, ""ride_hailing"": 0.003777813}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 8.7538e-05, ""ride_hailing"": -8.7538e-05}",8.7538e-05,True,False,False,first_trip_decision_only,False,metro,0.996222187,-7.766762,1.2,1.0,0.0,1.0,0.0,91.1416,7.0,"Metro is much cheaper and has a high model probability, despite longer travel time.",True,True,live_api,1,433,31,1621.7,7b8f596ec3da451913a6615f4b31aaa37c185ad189e78fd12b48ec0db2de8dbe,False
24,travel:27-2026-07-07-L01,27,18-39,True,,27-2026-07-07-L01,work,Z5,Z1,2026-07-07 06:24:22.140000,W2,nine_zone_representative|all|2026-07-07T06:00,10,10,24.0,60.0,60.0,10,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01"", ""12-2026-07-07-L01"", ""673-2026-07-07-L01"", ""120-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.999968659, ""ride_hailing"": 3.1341e-05}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.999972865, ""ride_hailing"": 2.7135e-05}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 4.206e-06, ""ride_hailing"": -4.206e-06}",4.206e-06,True,False,False,first_trip_decision_only,False,metro,0.999972865,-8.87949,1.0,1.0,0.0,1.0,0.0,90.661,6.0,"Metro is much cheaper and faster than ride-hailing, with minimal wait time.",True,True,live_api,1,438,31,879.926,352ebe074fccaa43242e9900f6008635c729635b38183cd771ef7e849d2c33b9,False
25,travel:651-2026-07-07-L01,651,40-59,True,,651-2026-07-07-L01,work,Z9,Z6,2026-07-07 06:26:58.320000,W2,nine_zone_representative|all|2026-07-07T06:00,10,11,24.0,60.0,66.0,10,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01"", ""12-2026-07-07-L01"", ""673-2026-07-07-L01"", ""120-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 1.0}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 1.0}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,ride_hailing,1.0,-14.36234,1.2,1.0,0.0,1.0,0.0,81.620264,72.16,"Only ride-hailing is available, and it meets my work trip need despite the wait time.",True,True,live_api,1,368,32,1545.832,1898c97fb1eea1748aaa14217ef75e2d3f295fc2f266af9a08393e22e5a6b687,True
26,travel:472-2026-07-07-L01,472,40-59,True,,472-2026-07-07-L01,work,Z9,Z6,2026-07-07 06:26:58.320000,W2,nine_zone_representative|all|2026-07-07T06:00,11,12,24.0,66.0,72.0,11,"[""727-2026-07-07-L01"", ""299-2026-07-07-L01"", ""252-2026-07-07-L01"", ""530-2026-07-07-L01"", ""189-2026-07-07-L01"", ""297-2026-07-07-L01"", ""194-2026-07-07-L01"", ""12-2026-07-07-L01"", ""673-2026-07-07-L01"", ""120-2026-07-07-L01"", ""651-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 1.0}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 1.0}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,True,True,first_trip_decision_only,True,ride_hailing,1.0,-12.642646,1.2,1.0,0.0,1.0,0.0,81.780083,57.728,"Only ride-hailing is available, and the coupon reduces the cost for a work trip.",True,True,live_api,1,368,31,1311.398,e76f389e5680e793d44bf5d1af307f6508e88056b180a16ef601a0ca208278de,True
