decision_id,agent_id,age_group,digital_access,family_assistance,medical_need_level,participant_count,initial_endowment,contribution_tokens,cooperation_fraction,llm_reason,api_decision_succeeded,api_response_source,api_attempt_count,api_input_tokens,api_output_tokens,api_elapsed_ms,response_sha256
coupon-round1:57,57,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track group signals, so I'll contribute slightly above base propensity.",True,live_api,1,253,36,1375.795,1c3006a4e7e2dc6a55a7d96b4734c6500e03102761fb09a5e8fc42292d8d7508
coupon-round1:59,59,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, contributing half my endowment to balance personal gain and group benefit.",True,live_api,1,253,34,1124.208,d761ec932ac8c7eccd7be9e833e6e5811d06aae126e8a6debad5a4939417c212
coupon-round1:61,61,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance personal gain and group benefit.",True,live_api,1,253,34,1048.379,9b348f55c2b9ea7b2695aac025a9dcc04e41fb54bdbebe3cfdf0ac22a70839cf
coupon-round1:64,64,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,1197.118,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:66,66,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for a balance between personal gain and group benefit.",True,live_api,1,253,33,882.713,abbf1473a04d264b86fcf2ccdc874a9c95b658af9a1ce1c1a21458c5c72f81de
coupon-round1:68,68,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,878.178,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:69,69,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,1102.476,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:71,71,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,821.945,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:72,72,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I contribute moderately to support cooperation without overcommitting.",True,live_api,1,253,33,1181.707,c41a6a1661999cccab9018d7dc380b6c123c752421c49a301a3b4b1481557959
coupon-round1:73,73,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,936.459,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:74,74,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and can access digital info, so I'll contribute a bit above average to help the group.",True,live_api,1,253,37,938.214,2e0dc5e76d3c326428c2ec3bb34ad2e3950abf9af59894c9731df31fff361c0d
coupon-round1:75,75,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,896.234,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:76,76,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1038.848,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:77,77,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access allows me to track group signals for later rounds.,True,live_api,1,253,31,1155.266,6fd0889ee152c62f8dce8c45048576a4128492be5dde85a25c3038e8a2ea617a
coupon-round1:78,78,18-39,True,,,622,20,11,0.55,"I have digital access and a moderate cooperation propensity, so I'll contribute slightly above half to balance personal gain and group benefit.",True,live_api,1,253,39,1204.348,0f6374f5bf6d39c2afb12070adec35a7d92a58b6e2665fbefe366254b0c4d6a4
coupon-round1:79,79,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation for future rounds.",True,live_api,1,253,33,900.495,8162b0a993b898a2c1031dd1d4b1f873db63447487d64f61e6f6ede31782e073
coupon-round1:81,81,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1025.472,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:82,82,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for a decent public pool return while keeping some tokens for myself.",True,live_api,1,253,36,1199.051,57b2b4407579cab8526ba6519c27eba03a5206fedb66203086fd60ab84a40df3
coupon-round1:83,83,18-39,True,,,622,20,11,0.55,"I have digital access and moderate cooperation propensity, so I contribute half my endowment to balance personal gain and group benefit.",True,live_api,1,253,37,1027.529,79160a6316b82636fa6bf42125fd96bad1fa9ae013c892880422286c75a3d660
coupon-round1:85,85,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1203.039,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:86,86,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track benefits, so I'll contribute half my endowment.",True,live_api,1,253,34,1134.344,34949ee9c5ef7ca31687fde4713c4335d2d044a4b5814eac8ba02a868b58c8d7
coupon-round1:87,87,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build trust for future rounds.",True,live_api,1,253,33,778.564,8465b8aa7439f98e42a09a2d4be1f3582ddf8abe355b715921f232d09d6aea0a
coupon-round1:88,88,18-39,True,,,622,20,11,0.55,"I'm a young digital user with moderate cooperation propensity, so I'll contribute half plus a bit to balance risk and reward.",True,live_api,1,253,39,1094.423,e63fdab48140b9ee12fb673e2d38f1d604136e0e962d1ccba19494d60dd0fba2
coupon-round1:89,89,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build trust for future rounds.",True,live_api,1,253,33,1062.75,8465b8aa7439f98e42a09a2d4be1f3582ddf8abe355b715921f232d09d6aea0a
coupon-round1:90,90,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1185.895,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:91,91,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation without risking too much.",True,live_api,1,253,34,993.674,1b7bc3359ae3d2e52e0eac6e7015d90178041d6949c6ac385388cf9f0ded934c
coupon-round1:92,92,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation for future rounds.",True,live_api,1,253,33,1175.12,8162b0a993b898a2c1031dd1d4b1f873db63447487d64f61e6f6ede31782e073
coupon-round1:93,93,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for a decent public pool while keeping some tokens for myself.",True,live_api,1,253,35,1183.35,a7f6f40e7c3ac0244ef7764d8ed2f119912c694d2f6b2f626c3f5c3abf6b4c4c
coupon-round1:95,95,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build trust for later rounds.",True,live_api,1,253,33,984.869,3e0a30d4245b0f7ff0d8c4b0b5b78cdac41ef3bb8960600772e3409e1e3749d3
coupon-round1:97,97,18-39,True,,,622,20,11,0.55,"I'm a young digital user with moderate cooperation propensity, so I'll contribute slightly above half to balance personal gain and group benefit.",True,live_api,1,253,40,1271.208,3eb699c55403d44ed04dd5cda49111fbe84657ca4ca90829f9101b6b62dbb577
coupon-round1:98,98,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and digital access helps me track group signals, so I'll contribute half my endowment.",True,live_api,1,253,35,1006.377,afa4ed38b0c78f7634c449c124a1cb3cdfbaa439be6e3e9fa9d603fe761443f7
coupon-round1:101,101,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access allows me to track group signals later.,True,live_api,1,253,29,864.186,bcbb6646352b2305b0832c3fb2564742c51e65292ab9c4f2497b12cee6333fb1
coupon-round1:102,102,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,983.098,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:103,103,18-39,True,,,622,20,11,0.55,I'm moderately cooperative and digital access helps me track group signals for later rounds.,True,live_api,1,253,30,1041.423,66fb2bd6357e25b34296efe1682ba5dfb1f410331a38a5c32a69c1d0334b3017
coupon-round1:104,104,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,985.654,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:107,107,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation for future rounds.",True,live_api,1,253,35,1247.831,7c9d4111df485932d74779eb0c858f32467d109c06ff2ceeb4c03e95c0ebd621
coupon-round1:108,108,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for future rounds.",True,live_api,1,253,35,1107.012,d7be246787b0ec5b5106f277a2c16200bc2efb1c125328a038bb08fc3bcf7f7b
coupon-round1:109,109,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build trust for future rounds.",True,live_api,1,253,33,1266.099,8465b8aa7439f98e42a09a2d4be1f3582ddf8abe355b715921f232d09d6aea0a
coupon-round1:110,110,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1091.284,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:111,111,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,1187.208,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:112,112,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation for future rounds.",True,live_api,1,253,33,989.249,06306b2c689f9652ecebb6d201e9cfe416840aac4b2065d48f8e69c7d4a080f9
coupon-round1:113,113,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,929.979,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:114,114,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,1084.557,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:116,116,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,1432.24,67f564ac37c23481da3c4f71b5aa636cc5d91b8f145f1aef652569b1b1564d27
coupon-round1:117,117,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,992.77,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:119,119,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,1044.905,67f564ac37c23481da3c4f71b5aa636cc5d91b8f145f1aef652569b1b1564d27
coupon-round1:120,120,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming to balance personal gain and group benefit.",True,live_api,1,253,31,889.281,bf990224b39ab2950231289d7bf836effde8661206a1165325467e33c0184e3f
coupon-round1:121,121,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for decent public pool returns without overcommitting.",True,live_api,1,253,33,1252.882,46cf875de00d88bf6d4a710cb352e6b873e5f054cf202842a567dcd15ebacfbf
coupon-round1:122,122,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without overcommitting.",True,live_api,1,253,34,991.868,d8360813618953df3f762bdf1c51bd154cd62a73fe9d1cdc27796a24d58d3f4d
coupon-round1:124,124,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for later rounds.",True,live_api,1,253,35,971.238,5f31519e61fdea93f6bd98d10745c5498e9a2222b28875412e9b7115881c7ad6
coupon-round1:125,125,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,1249.048,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:127,127,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without overcommitting.",True,live_api,1,253,34,1120.32,d8360813618953df3f762bdf1c51bd154cd62a73fe9d1cdc27796a24d58d3f4d
coupon-round1:129,129,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to boost cooperation and coupon priority.",True,live_api,1,253,33,1051.77,977c8dd729b791ac8d5e2b9a58be551fc2ae0aa1af56ccddb21c55543341813e
coupon-round1:130,130,18-39,True,,,622,20,11,0.55,"I contribute half my endowment to balance cooperation and self-interest, given the multiplier and my digital access.",True,live_api,1,253,34,1111.068,8c16fdcfd12bcd9af51f8ccc83cd0456853862b3cbaa622792c0a0c984037a07
coupon-round1:131,131,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,1070.743,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:132,132,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1159.946,6639a717bfd9c37994c9f23859941835d55a7d3da5268f704d314f64a4ccea7e
coupon-round1:134,134,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to build cooperation without risking too much.",True,live_api,1,253,34,1000.164,c21207afa77773da839a57570d66561764bfdc6bdb25ef8e6e007cb213f47924
coupon-round1:135,135,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative with digital access, aiming for a decent public pool while keeping some tokens for myself.",True,live_api,1,253,35,1007.28,a7f6f40e7c3ac0244ef7764d8ed2f119912c694d2f6b2f626c3f5c3abf6b4c4c
coupon-round1:137,137,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to build cooperation for future rounds.",True,live_api,1,253,33,1069.567,8162b0a993b898a2c1031dd1d4b1f873db63447487d64f61e6f6ede31782e073
coupon-round1:138,138,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance personal gain and group benefit.",True,live_api,1,253,34,1075.278,9b348f55c2b9ea7b2695aac025a9dcc04e41fb54bdbebe3cfdf0ac22a70839cf
coupon-round1:139,139,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance personal gain and group benefit.",True,live_api,1,253,34,1073.25,9b348f55c2b9ea7b2695aac025a9dcc04e41fb54bdbebe3cfdf0ac22a70839cf
coupon-round1:140,140,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance cooperation and personal gain.",True,live_api,1,253,33,923.577,e2a9a1fa41f362c42e64334f1416eb8c46e128ad01a4f23bef34767d5d2dd206
coupon-round1:142,142,18-39,True,,,622,20,11,0.55,"I am a young digitally connected resident with moderate cooperation propensity, contributing half my endowment to balance personal gain and group benefit.",True,live_api,1,253,38,997.393,1b0c52812ba99609a4a420dd6f07704cfc4e712713360fb3260e7de92b2118dc
coupon-round1:143,143,18-39,True,,,622,20,12,0.6,"I'm young and digitally connected, so I can afford to contribute moderately to build cooperation.",True,live_api,1,253,32,1159.923,9bf4f8a9946bec796c7b91109e967d357f941a7f49d1d14327da59a9e8033612
coupon-round1:144,144,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can afford to contribute moderately to build trust for future rounds.",True,live_api,1,253,35,1034.87,d7be246787b0ec5b5106f277a2c16200bc2efb1c125328a038bb08fc3bcf7f7b
coupon-round1:145,145,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I can contribute moderately to boost cooperation without overcommitting.",True,live_api,1,253,34,950.994,ad1927d24a2fb39d2ef095fb4944ee9e6b87ad541ed4c62349d88f5a38f9f8f6
coupon-round1:146,146,18-39,True,,,622,20,11,0.55,"I'm moderately cooperative and have digital access, so I'll contribute a bit above average to boost cooperation score.",True,live_api,1,253,36,972.509,a16e3fc4735ef2d8543244d4b8f4339f7c969c827986ae4ca7603ad3a0814cb6
coupon-round1:147,147,18-39,True,,,622,20,11,0.55,"I'm young and digitally connected, so I'll contribute moderately to balance personal gain and group benefit.",True,live_api,1,253,34,1051.709,9b348f55c2b9ea7b2695aac025a9dcc04e41fb54bdbebe3cfdf0ac22a70839cf
