source_id,source_url,canonical_url,page_title,publisher,publisher_type,source_tier,published_at,updated_at,accessed_at,language,content_type,archive_url,http_status_at_collection,license_or_terms_note,is_official,is_primary_source,page_hash,snapshot_path,notes
src_99acb47b4368,https://www.shanghai.gov.cn/gwk/search/content/4d01e38c908d4cf2a0a492bbd469d974,https://www.shanghai.gov.cn/gwk/search/content/4d01e38c908d4cf2a0a492bbd469d974,关于公布2021年上海市健康科普优秀作品获奖名单的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,22d143655d09fbfaa77a532fb86c9560012833c1418528109f2ac1b51fe21c70,,opened via official Shanghai smart-search endpoint
src_c564fe47fea9,https://www.shanghai.gov.cn/gwk/search/content/97aec879da704fb2bdd2141d715680ae,https://www.shanghai.gov.cn/gwk/search/content/97aec879da704fb2bdd2141d715680ae,关于斜土路公交停车场功能提升工程初步设计的批复,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,8d19366f98b7cbb48d1253b9f01d606450d23ee6e3ba03aa8e1526812fc532c3,,opened via official Shanghai smart-search endpoint
src_2f99fadd46b2,https://www.shanghai.gov.cn/gwk/search/content/4e8cbd68689f426d97c3d44f8c6b0935,https://www.shanghai.gov.cn/gwk/search/content/4e8cbd68689f426d97c3d44f8c6b0935,关于孝民路(景联路—关港河北)新建工程初步设计的批复,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,f5ba82729b3d45fbe756e33f32449660e3df6569ac71d5fdc1c499732152cdd2,,opened via official Shanghai smart-search endpoint
src_0cb3630b65d5,https://www.shanghai.gov.cn/tszczq-qtqj4/20251103/31503d8e8b4c4209a5f867707da13076.html,https://www.shanghai.gov.cn/tszczq-qtqj4/20251103/31503d8e8b4c4209a5f867707da13076.html,关于印发《美丽徐汇建设三年行动计划（2024-2026年）重点任务及项目清单》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,b1db4e9fcebe34e1f4b834a2ddd31d961c12dd024db9bdac71bb6aefc193d6dc,,opened via official Shanghai smart-search endpoint
src_6a43172d9012,https://www.shanghai.gov.cn/gwk/search/content/05c1980220ca4e3b9192646ffd26bfb6,https://www.shanghai.gov.cn/gwk/search/content/05c1980220ca4e3b9192646ffd26bfb6,上海市长宁区人民政府关于印发《长宁区进一步加强城区安全风险防控的工作方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,e84c3940ae9bdfd3a60357335ecf25fda59bf91e50c846d42f2140675a0104c5,,opened via official Shanghai smart-search endpoint
src_c3e5090652bd,https://www.shanghai.gov.cn/gwk/search/content/c5ae1dadc0164912b332305490ad5c63,https://www.shanghai.gov.cn/gwk/search/content/c5ae1dadc0164912b332305490ad5c63,上海市水务局关于报送2023年水旱灾害防御工作情况的函,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,c5ba75e172e17f972c66f2b4e050bd273101f52a21fe52605434bf29c17a93a0,,opened via official Shanghai smart-search endpoint
src_9bbf974c9cc1,https://www.shanghai.gov.cn/gwk/search/content/ca55a24ea3834e419665c2bf78a7ebf6,https://www.shanghai.gov.cn/gwk/search/content/ca55a24ea3834e419665c2bf78a7ebf6,关于原水西环线北段工程初步设计的批复,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,412469afa9e102cfdf2ab4a7bfd8f48dc7a7dc34518299ff0c6fe908e4eed80a,,opened via official Shanghai smart-search endpoint
src_8658f1f998fa,https://www.shanghai.gov.cn/gwk/search/content/89d7a404ad954a47b16a93fd0f2c3c8d,https://www.shanghai.gov.cn/gwk/search/content/89d7a404ad954a47b16a93fd0f2c3c8d,关于徐汇滨江地区天钥桥南路（黄石路—龙耀路）道路工程初步设计的批复,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,30f7408fe803281f8e7f0426365b28262769c2a0d11d58a63b9c037cec132eb7,,opened via official Shanghai smart-search endpoint
src_33a5a97973fd,https://www.shanghai.gov.cn/gwk/search/content/afa70cf1-a31a-4d71-b662-2d6c70492365,https://www.shanghai.gov.cn/gwk/search/content/afa70cf1-a31a-4d71-b662-2d6c70492365,关于印发《上海市杨浦区2021年防汛防台专项应急预案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,03809c1197d63f769a81bfceb364d26080238c653009af88e0176e0a78cbd3e2,,opened via official Shanghai smart-search endpoint
src_084f58e56415,https://www.shanghai.gov.cn/gwk/search/content/a45ea874-4ebd-4ccc-be1c-9d75e44fbc4d,https://www.shanghai.gov.cn/gwk/search/content/a45ea874-4ebd-4ccc-be1c-9d75e44fbc4d,关于印发《上海市杨浦区防汛防台专项应急预案（2023版）》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,6c0af1a8b2c3c2ea111e823beb38a9a6cb832260c5c6ab1736008dc9c628b2ea,,opened via official Shanghai smart-search endpoint
src_5dea81948709,https://www.shanghai.gov.cn/gwk/search/content/cdc9198a1f8646f39bbd22f06d06aade,https://www.shanghai.gov.cn/gwk/search/content/cdc9198a1f8646f39bbd22f06d06aade,关于临平排水系统提标改造工程初步设计的批复,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,ba8c9bcfe68234d2b80891baf511016b43797855065e535c2eeef156200f3a70,,opened via official Shanghai smart-search endpoint
src_3566871cc498,https://www.shanghai.gov.cn/tszczq-qtqj8/20250610/f4b17620c14d4d32b6aed2d94acb0b3e.html,https://www.shanghai.gov.cn/tszczq-qtqj8/20250610/f4b17620c14d4d32b6aed2d94acb0b3e.html,关于印发《杨浦区城市基础设施建设“十四五”规划》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,cff0b69e8eef9a9dd7931f141f5f6300f14c857ac72bfd971c9c120431185a29,,opened via official Shanghai smart-search endpoint
src_c6a60f56b9ce,https://www.shanghai.gov.cn/gwk/search/content/4723f5e1-e38e-4756-a47a-1f75ac06b02b,https://www.shanghai.gov.cn/gwk/search/content/4723f5e1-e38e-4756-a47a-1f75ac06b02b,关于转发区市场监管局制订的《杨浦区处置特种设备事故专项应急预案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,a6e175e58248693f176c18f90f32a668f1d3f53c0f5f22231d380b5211fc7f37,,opened via official Shanghai smart-search endpoint
src_445d8f52590c,https://www.shanghai.gov.cn/gwk/search/content/75fa930e-e873-4b31-91d1-27ed4e681b7a,https://www.shanghai.gov.cn/gwk/search/content/75fa930e-e873-4b31-91d1-27ed4e681b7a,关于印发《杨浦区进一步加强城市安全风险防控的工作方案》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,acf66dac9c8bf4995286ce36582dfef5c7f786ffe3df958748562e04af603361,,opened via official Shanghai smart-search endpoint
src_9de666870b4c,https://www.shanghai.gov.cn/nw4411/20250101/7f97e10f1b0f4a6485d44d8fe9e2806e.html,https://www.shanghai.gov.cn/nw4411/20250101/7f97e10f1b0f4a6485d44d8fe9e2806e.html,2024上海十大新闻,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,e4fc57bab371cdc00caea20d4d9f1938c6a80c08e162f136d4d04431c1c2978a,,opened via official Shanghai smart-search endpoint
src_05b1c4cf8648,https://www.shanghai.gov.cn/gwk/search/content/2b5e1aa205ca405ea68ce5e813870221,https://www.shanghai.gov.cn/gwk/search/content/2b5e1aa205ca405ea68ce5e813870221,浦东新区人民政府办公室关于印发《浦东新区气象事业发展“十四五”规划》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,565a682be57cea9c54a90ca27e321d94dac85c301fdbda11a8bc638cb48937ab,,opened via official Shanghai smart-search endpoint
src_57fd99569e94,https://www.shanghai.gov.cn/gwk/search/content/8dd7354106e4446cb21578a140bb798c,https://www.shanghai.gov.cn/gwk/search/content/8dd7354106e4446cb21578a140bb798c,上海市水务局关于《浦东新区合庆镇PDP0-0602单元排水系统专业规划》行业意见的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,ed72bc3efec9f43238775ded058f9a777bc156602346c7bec6664ba8d666be99,,opened via official Shanghai smart-search endpoint
src_d395da307659,https://www.shanghai.gov.cn/gwk/search/content/8868c22037a44fe6afadedaf63761428,https://www.shanghai.gov.cn/gwk/search/content/8868c22037a44fe6afadedaf63761428,上海市水务局关于报送2021年水旱灾害防御工作总结的函,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,eff523dc32514ce11c8fa5ec54806c271e11b4993b9414f99ed16d11f5ec80b2,,opened via official Shanghai smart-search endpoint
src_f4667973e4ce,http://service.shanghai.gov.cn/XingZhengWenDangKuJyh/XZGFDetails.aspx?docid=DRAFT_PLAN_005720,http://service.shanghai.gov.cn/XingZhengWenDangKuJyh/XZGFDetails.aspx?docid=DRAFT_PLAN_005720,上海市行政规范性文件数据库 浦东新区人民政府关于印发《浦东新区住宅小区建筑物外墙墙面以及建筑附属构件脱落隐患治理办法》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,5a217b02ab24e0d408b4001b0729e8e43c19f1be4d0dd4612a963faa69790c53,,opened via official Shanghai smart-search endpoint
src_67f25736c6c0,https://www.shanghai.gov.cn/nw9820/20220929/cf3d9f2c17814738b5c36529ba9fb621.html,https://www.shanghai.gov.cn/nw9820/20220929/cf3d9f2c17814738b5c36529ba9fb621.html,市政府新闻发布会问答实录（2022年9月29日）,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,ce573627ded8aec52e1de57bbfda231fda8e6fc0d6bbf9dd3af1c10382bb0d5c,,opened via official Shanghai smart-search endpoint
src_bc8c344f3c1e,https://www.shanghai.gov.cn/qtsj/20250610/73b49bff87a24017b966bceb687781e6.html,https://www.shanghai.gov.cn/qtsj/20250610/73b49bff87a24017b966bceb687781e6.html,上海市人民政府关于印发《上海市生态环境保护“十四五”规划》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,53fb30512d4acae638fdc2d179161edf91337bc12e1b1c23a09fa5cf713796f5,,opened via official Shanghai smart-search endpoint
src_8086840e858a,https://www.shanghai.gov.cn/202120zfwj/20211022/ab9992ce686541509d9b09162eee9b45.html,https://www.shanghai.gov.cn/202120zfwj/20211022/ab9992ce686541509d9b09162eee9b45.html,上海市人民政府关于印发《上海市生态环境保护“十四五”规划》的通知,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,32d623cff3c5f99fbd520f0454e2d9db5d2101a5325bb93b722144ebd396fd40,,opened via official Shanghai smart-search endpoint
src_1ce0e88469b7,https://www.shanghai.gov.cn/tszczq-qtqj1/20250610/3558a851189e4711b0db4e2db63b57fb.html,https://www.shanghai.gov.cn/tszczq-qtqj1/20250610/3558a851189e4711b0db4e2db63b57fb.html,浦东新区人民政府关于加快推进气象高质量发展的实施意见（2023-2035年）,上海市政府智能检索转链页面,government,A,,,2026-07-12,zh-CN,html,,200,公开网页；保留短证据摘录,True,True,64cc7404c21ad716e8b5cb1f15f47c101d770ba683f1dffc111c49802959dc76,,opened via official Shanghai smart-search endpoint
