leg_id,agent_id,request_time,dispatch_priority,origin_zone,destination_zone,succeeded,failure_reason,dispatch_time,pickup_wait_min,vehicle_id,idle_vehicles_at_request,busy_start,busy_until,previous_busy_until,idle_vehicles_after_dispatch,weather_scenario,day_type,policy
10-2026-07-11-L01,10,678.3666666666667,0.299212191,Z5,Z5,True,,678.3666666666667,8.0,N9RH-rest_day-Z5-001,1,678.3666666666667,709.9859026666667,0.0,0,W2,rest_day,P0_no_policy
12-2026-07-11-L01,12,722.85,0.662622551,Z5,Z5,True,,722.85,8.0,N9RH-rest_day-Z5-001,1,722.85,739.987469,709.9859026666667,0,W2,rest_day,P0_no_policy
33-2026-07-11-L01,33,738.5333333333333,0.126766255,Z4,Z4,True,,738.5333333333333,8.0,N9RH-rest_day-Z4-001,1,738.5333333333333,769.9845413333333,0.0,0,W2,rest_day,P0_no_policy
5-2026-07-11-L01,5,745.4,0.874961281,Z4,Z4,False,vehicle_wait_limit_exceeded,,20.0,,0,,,,,W2,rest_day,P0_no_policy
19-2026-07-11-L01,19,757.1666666666666,0.108487544,Z3,Z3,True,,757.1666666666666,6.0,N9RH-rest_day-Z3-001,2,757.1666666666666,769.9968846666666,679.9952656666667,1,W2,rest_day,P0_no_policy
27-2026-07-11-L01,27,757.45,0.675067092,Z3,Z3,True,,757.45,6.0,N9RH-rest_day-Z3-002,1,757.45,769.9980810000001,0.0,0,W2,rest_day,P0_no_policy
11-2026-07-11-L01,11,815.35,0.204155383,Z5,Z5,True,,815.35,8.0,N9RH-rest_day-Z5-001,1,815.35,829.986656,739.987469,0,W2,rest_day,P0_no_policy
19-2026-07-11-L02,19,840.0,0.010100892,Z3,Z3,True,,840.0,6.0,N9RH-rest_day-Z3-001,2,840.0,852.065577,769.9968846666666,1,W2,rest_day,P0_no_policy
3-2026-07-11-L02,3,898.7666666666667,0.70135969,Z2,Z1,True,,898.7666666666667,6.0,N9RH-rest_day-Z2-001,2,898.7666666666667,919.9946376666667,0.0,1,W2,rest_day,P0_no_policy
10-2026-07-11-L02,10,960.0,0.254810964,Z5,Z5,True,,960.0,8.0,N9RH-rest_day-Z5-001,1,960.0,986.866496,829.986656,0,W2,rest_day,P0_no_policy
21-2026-07-11-L02,21,1015.2666666666667,0.788769728,Z9,Z9,True,,1015.2666666666667,14.32,N9RH-rest_day-Z9-001,1,1015.2666666666667,1044.6134756666665,0.0,0,W2,rest_day,P0_no_policy
22-2026-07-11-L03,22,1140.0,0.161545793,Z5,Z5,True,,1140.0,10.667,N9RH-rest_day-Z5-001,1,1140.0,1165.223291,986.866496,0,W2,rest_day,P0_no_policy
32-2026-07-11-L02,32,1170.0,0.337015448,Z3,Z3,True,,1170.0,8.0,N9RH-rest_day-Z3-001,2,1170.0,1187.584321,852.065577,1,W2,rest_day,P0_no_policy
5-2026-07-11-L03,5,1200.0,0.708095886,Z4,Z4,True,,1200.0,10.667,N9RH-rest_day-Z4-001,1,1200.0,1222.2117799999999,769.9845413333333,0,W2,rest_day,P0_no_policy
11-2026-07-11-L03,11,1350.0,0.282482184,Z5,Z5,True,,1350.0,10.667,N9RH-rest_day-Z5-001,1,1350.0,1375.457561,1165.223291,0,W2,rest_day,P0_no_policy
