decision_sequence,agent_id,age_group,digital_access,leg_id,purpose,origin_zone,destination_zone,departure_time,weather_scenario,shared_state_key,state_version_before,state_version_after,base_road_flow_pcu_per_hour,endogenous_flow_before,endogenous_flow_after,prior_influencer_count,prior_influencer_leg_ids,mode_probabilities_without_prior_agents,mode_probabilities_with_prior_agents,probability_delta_from_prior_agents,maximum_absolute_probability_delta,affected_by_prior_agents,coupon_awarded,coupon_available_at_choice,coupon_binding_rule,coupon_bound_to_ride_hailing,chosen_mode,chosen_probability,llm_reason,api_decision_succeeded,api_call_attempted,published_traffic_event
14,18,18-39,True,18-2026-07-07-L01,work,Z6,Z1,2026-07-07 06:40:17.160000,W2,nine_zone_representative|all|2026-07-07T06:30,2,2,24.0,60.0,60.0,2,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.003547677, ""metro"": 0.948213934, ""ride_hailing"": 0.048238388}","{""walk"": 0.0, ""bus"": 0.002235145, ""metro"": 0.950643552, ""ride_hailing"": 0.047121302}","{""walk"": 0.0, ""bus"": -0.001312532, ""metro"": 0.002429618, ""ride_hailing"": -0.001117086}",0.002429618,True,False,False,first_trip_decision_only,False,metro,0.950643552,作为常规上班族，地铁费用低且概率最高，尽管等待时间较长但整体可靠，适合通勤。,True,True,False
15,135,40-59,True,135-2026-07-07-L01,work,Z3,Z2,2026-07-07 06:41:50.580000,W2,nine_zone_representative|all|2026-07-07T06:30,2,2,24.0,60.0,60.0,2,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.296801903, ""metro"": 0.597655154, ""ride_hailing"": 0.105542944}","{""walk"": 0.0, ""bus"": 0.278350259, ""metro"": 0.615234347, ""ride_hailing"": 0.106415394}","{""walk"": 0.0, ""bus"": -0.018451643, ""metro"": 0.017579193, ""ride_hailing"": 0.00087245}",0.018451643,True,False,False,first_trip_decision_only,False,metro,0.615234347,作为上班族，地铁时间合理且费用适中，尽管有等待但整体可靠，适合通勤。,True,True,False
16,105,40-59,True,105-2026-07-07-L01,work,Z3,Z6,2026-07-07 06:43:38.640000,W2,nine_zone_representative|all|2026-07-07T06:30,2,2,24.0,60.0,60.0,2,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.240327255, ""metro"": 0.68124878, ""ride_hailing"": 0.078423965}","{""walk"": 0.0, ""bus"": 0.224697025, ""metro"": 0.696546072, ""ride_hailing"": 0.078756904}","{""walk"": 0.0, ""bus"": -0.01563023, ""metro"": 0.015297291, ""ride_hailing"": 0.000332939}",0.01563023,True,False,False,first_trip_decision_only,False,metro,0.696546072,作为上班族，地铁通勤时间适中且费用合理，尽管有等待时间但整体可靠性高，适合早高峰出行。,True,True,False
17,130,40-59,True,130-2026-07-07-L01,work,Z2,Z3,2026-07-07 06:45:45.900000,W2,nine_zone_representative|all|2026-07-07T06:30,2,2,24.0,60.0,60.0,2,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.229234253, ""metro"": 0.711440948, ""ride_hailing"": 0.059324799}","{""walk"": 0.0, ""bus"": 0.213286947, ""metro"": 0.727603625, ""ride_hailing"": 0.059109427}","{""walk"": 0.0, ""bus"": -0.015947305, ""metro"": 0.016162677, ""ride_hailing"": -0.000215372}",0.016162677,True,False,False,first_trip_decision_only,False,metro,0.727603625,作为上班族，地铁准时且性价比高，虽然等待稍长但总时间合理，且天气W2不影响地铁运行。,True,True,False
18,34,18-39,True,34-2026-07-07-L01,work,Z7,Z2,2026-07-07 06:48:25.800000,W2,nine_zone_representative|all|2026-07-07T06:30,2,2,24.0,60.0,60.0,2,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.994390855, ""ride_hailing"": 0.005609145}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.994685169, ""ride_hailing"": 0.005314831}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.000294314, ""ride_hailing"": -0.000294314}",0.000294314,True,False,False,first_trip_decision_only,False,metro,0.994685169,作为上班族，地铁费用低且时间可靠，尽管有等待但整体性价比高，而网约车费用过高且道路流量大可能延误。,True,True,False
19,96,40-59,True,96-2026-07-07-L01,work,Z9,Z9,2026-07-07 06:48:52.980000,W2,nine_zone_representative|all|2026-07-07T06:30,2,2,24.0,60.0,60.0,2,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.538855499, ""metro"": 0.0, ""ride_hailing"": 0.461144501}","{""walk"": 0.0, ""bus"": 0.53468943, ""metro"": 0.0, ""ride_hailing"": 0.46531057}","{""walk"": 0.0, ""bus"": -0.004166069, ""metro"": 0.0, ""ride_hailing"": 0.004166069}",0.004166069,True,False,False,first_trip_decision_only,False,bus,0.53468943,作为常规上班族，公交费用低且通勤时间可接受，无优惠券时性价比更高。,True,True,False
20,120,40-59,True,120-2026-07-07-L01,work,Z5,Z5,2026-07-07 06:50:31.260000,W2,nine_zone_representative|all|2026-07-07T06:30,2,2,24.0,60.0,60.0,2,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.654042862, ""metro"": 0.0, ""ride_hailing"": 0.345957138}","{""walk"": 0.0, ""bus"": 0.649428485, ""metro"": 0.0, ""ride_hailing"": 0.350571515}","{""walk"": 0.0, ""bus"": -0.004614377, ""metro"": 0.0, ""ride_hailing"": 0.004614377}",0.004614377,True,False,False,first_trip_decision_only,False,bus,0.649428485,作为常规上班族，早高峰时段公交出行成本低且时间可控，尽管等待时间稍长但整体性价比高。,True,True,False
21,35,18-39,True,35-2026-07-07-L01,work,Z9,Z6,2026-07-07 06:52:02.700000,W2,nine_zone_representative|all|2026-07-07T06:30,2,3,24.0,60.0,90.0,2,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 1.0}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 1.0}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,ride_hailing,1.0,作为上班族，虽然等待时间较长，但ride_hailing是唯一可用选项，且能确保准时到达工作地点。,True,True,True
22,77,18-39,True,77-2026-07-07-L01,work,Z6,Z1,2026-07-07 06:55:22.440000,W2,nine_zone_representative|all|2026-07-07T06:30,3,3,24.0,90.0,90.0,3,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01"", ""35-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.001639363, ""metro"": 0.992930455, ""ride_hailing"": 0.005430182}","{""walk"": 0.0, ""bus"": 0.000751515, ""metro"": 0.994334943, ""ride_hailing"": 0.004913542}","{""walk"": 0.0, ""bus"": -0.000887848, ""metro"": 0.001404487, ""ride_hailing"": -0.00051664}",0.001404487,True,False,False,first_trip_decision_only,False,metro,0.994334943,Metro is the fastest and most reliable option for work commute with low cost and high probability.,True,True,False
23,106,40-59,True,106-2026-07-07-L01,work,Z3,Z1,2026-07-07 06:56:19.140000,W2,nine_zone_representative|all|2026-07-07T06:30,3,3,24.0,90.0,90.0,3,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01"", ""35-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.515719947, ""metro"": 0.265435236, ""ride_hailing"": 0.218844817}","{""walk"": 0.0, ""bus"": 0.505207474, ""metro"": 0.273503162, ""ride_hailing"": 0.221289364}","{""walk"": 0.0, ""bus"": -0.010512473, ""metro"": 0.008067926, ""ride_hailing"": 0.002444547}",0.010512473,True,False,False,first_trip_decision_only,False,bus,0.505207474,作为常规工作者，早高峰通勤选择公交性价比最高，费用低且等待时间短，符合日常出行习惯。,True,True,False
24,142,40-59,True,142-2026-07-07-L01,work,Z4,Z4,2026-07-07 06:56:29.520000,W2,nine_zone_representative|all|2026-07-07T06:30,3,3,24.0,90.0,90.0,3,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01"", ""35-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.750259731, ""metro"": 0.0, ""ride_hailing"": 0.249740269}","{""walk"": 0.0, ""bus"": 0.734991299, ""metro"": 0.0, ""ride_hailing"": 0.265008701}","{""walk"": 0.0, ""bus"": -0.015268432, ""metro"": 0.0, ""ride_hailing"": 0.015268432}",0.015268432,True,False,False,first_trip_decision_only,False,bus,0.734991299,作为常规上班族，我选择公交出行，因为票价仅2元且时间可控，适合通勤，而网约车费用过高且等待时间较长。,True,True,False
25,71,18-39,True,71-2026-07-07-L01,work,Z5,Z7,2026-07-07 06:56:53.640000,W2,nine_zone_representative|all|2026-07-07T06:30,3,3,24.0,90.0,90.0,3,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01"", ""35-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.004802303, ""metro"": 0.992035116, ""ride_hailing"": 0.003162581}","{""walk"": 0.0, ""bus"": 0.002125657, ""metro"": 0.995179099, ""ride_hailing"": 0.002695244}","{""walk"": 0.0, ""bus"": -0.002676646, ""metro"": 0.003143983, ""ride_hailing"": -0.000467337}",0.003143983,True,False,False,first_trip_decision_only,False,metro,0.995179099,"Metro is fastest (55 min) and cheap ($5), with high probability and low wait time, ideal for work commute.",True,True,False
26,38,18-39,True,38-2026-07-07-L01,work,Z2,Z1,2026-07-07 06:56:56.640000,W2,nine_zone_representative|all|2026-07-07T06:30,3,3,24.0,90.0,90.0,3,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01"", ""35-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.372960902, ""metro"": 0.322713068, ""ride_hailing"": 0.30432603}","{""walk"": 0.0, ""bus"": 0.361754412, ""metro"": 0.331945421, ""ride_hailing"": 0.306300167}","{""walk"": 0.0, ""bus"": -0.01120649, ""metro"": 0.009232353, ""ride_hailing"": 0.001974137}",0.01120649,True,False,False,first_trip_decision_only,False,bus,0.361754412,作为上班族，公交费用低且等待时间短，适合通勤出行。,True,True,False
27,56,18-39,True,56-2026-07-07-L01,work,Z2,Z1,2026-07-07 06:56:56.640000,W2,nine_zone_representative|all|2026-07-07T06:30,3,3,24.0,90.0,90.0,3,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01"", ""35-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.393900851, ""metro"": 0.284686686, ""ride_hailing"": 0.321412463}","{""walk"": 0.0, ""bus"": 0.382679842, ""metro"": 0.293302271, ""ride_hailing"": 0.324017886}","{""walk"": 0.0, ""bus"": -0.011221008, ""metro"": 0.008615585, ""ride_hailing"": 0.002605423}",0.011221008,True,False,False,first_trip_decision_only,False,bus,0.382679842,作为常规上班族，我优先选择成本最低且时间合理的公交，尽管通勤时间较长但票价仅2元，且等待时间短，适合日常通勤。,True,True,False
28,94,40-59,True,94-2026-07-07-L01,work,Z2,Z1,2026-07-07 06:56:56.640000,W2,nine_zone_representative|all|2026-07-07T06:30,3,3,24.0,90.0,90.0,3,"[""39-2026-07-07-L01"", ""85-2026-07-07-L01"", ""35-2026-07-07-L01""]","{""walk"": 0.0, ""bus"": 0.284974092, ""metro"": 0.591765991, ""ride_hailing"": 0.123259917}","{""walk"": 0.0, ""bus"": 0.273561696, ""metro"": 0.604361892, ""ride_hailing"": 0.122076412}","{""walk"": 0.0, ""bus"": -0.011412396, ""metro"": 0.012595901, ""ride_hailing"": -0.001183505}",0.012595901,True,False,False,first_trip_decision_only,False,metro,0.604361892,作为上班族，地铁通勤时间短且费用适中，适合准时到达工作地点。,True,True,False
29,44,18-39,True,44-2026-07-07-L01,work,Z5,Z1,2026-07-07 07:00:00,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.999834394, ""ride_hailing"": 0.000165606}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.999834394, ""ride_hailing"": 0.000165606}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,metro,0.999834394,"Metro is much cheaper and has a high model probability, making it the most practical choice for a regular worker commuting to work.",True,True,False
30,36,18-39,True,36-2026-07-07-L01,work,Z8,Z1,2026-07-07 07:01:44.400000,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.025231126, ""metro"": 0.934870865, ""ride_hailing"": 0.039898008}","{""walk"": 0.0, ""bus"": 0.025231126, ""metro"": 0.934870865, ""ride_hailing"": 0.039898008}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,metro,0.934870865,"Metro is the fastest and most reliable option for my work commute, with a high probability and low cost.",True,True,False
31,25,18-39,True,25-2026-07-07-L01,work,Z2,Z7,2026-07-07 07:03:31.080000,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.999096208, ""ride_hailing"": 0.000903792}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.999096208, ""ride_hailing"": 0.000903792}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,metro,0.999096208,作为常规工作者，地铁通勤时间合理且费用远低于网约车，尽管有少量户外时间但天气条件允许，且模型概率极高。,True,True,False
32,124,40-59,True,124-2026-07-07-L01,work,Z7,Z2,2026-07-07 07:04:01.080000,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.998997593, ""ride_hailing"": 0.001002407}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.998997593, ""ride_hailing"": 0.001002407}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,metro,0.998997593,作为常规上班族，地铁票价仅7元且时间合理，远低于网约车73元，性价比高。,True,True,False
33,119,40-59,True,119-2026-07-07-L01,work,Z7,Z7,2026-07-07 07:04:20.520000,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.048448235, ""metro"": 0.945105835, ""ride_hailing"": 0.00644593}","{""walk"": 0.0, ""bus"": 0.048448235, ""metro"": 0.945105835, ""ride_hailing"": 0.00644593}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,metro,0.945105835,作为40-59岁的上班族，地铁通勤时间短且费用适中，适合早高峰准时上班。,True,True,False
34,98,40-59,True,98-2026-07-07-L01,work,Z2,Z3,2026-07-07 07:08:55.560000,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.277017414, ""metro"": 0.560294405, ""ride_hailing"": 0.162688181}","{""walk"": 0.0, ""bus"": 0.277017414, ""metro"": 0.560294405, ""ride_hailing"": 0.162688181}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,True,True,first_trip_decision_only,False,metro,0.560294405,作为40-59岁的上班族，我优先考虑准时性，地铁通勤时间73分钟且不受道路拥堵影响，比公交快22分钟，比网约车便宜31元，性价比最高。,True,True,False
35,32,18-39,True,32-2026-07-07-L01,work,Z5,Z7,2026-07-07 07:09:30.120000,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.016985782, ""metro"": 0.962188771, ""ride_hailing"": 0.020825447}","{""walk"": 0.0, ""bus"": 0.016985782, ""metro"": 0.962188771, ""ride_hailing"": 0.020825447}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,metro,0.962188771,作为上班族，地铁通勤时间合理且费用低，天气W2不影响地铁运行，性价比最高。,True,True,False
36,86,40-59,True,86-2026-07-07-L01,work,Z2,Z8,2026-07-07 07:11:14.640000,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.32597354, ""metro"": 0.444039362, ""ride_hailing"": 0.229987098}","{""walk"": 0.0, ""bus"": 0.32597354, ""metro"": 0.444039362, ""ride_hailing"": 0.229987098}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,metro,0.444039362,作为上班族，地铁时间合理且费用适中，比公交快，比网约车便宜，适合通勤。,True,True,False
37,149,60+,True,149-2026-07-07-L01,visit,Z6,Z3,2026-07-07 07:12:25.800000,W2,nine_zone_representative|all|2026-07-07T07:00,0,0,60.0,0.0,0.0,0,[],"{""walk"": 0.0, ""bus"": 0.668285763, ""metro"": 0.314641807, ""ride_hailing"": 0.01707243}","{""walk"": 0.0, ""bus"": 0.668285763, ""metro"": 0.314641807, ""ride_hailing"": 0.01707243}","{""walk"": 0.0, ""bus"": 0.0, ""metro"": 0.0, ""ride_hailing"": 0.0}",0.0,False,False,False,first_trip_decision_only,False,bus,0.668285763,作为60岁以上兼职工作者，我优先考虑低成本出行，公交票价仅2元且等待时间短，适合探访行程。,True,True,False
