seed,policy,weather_scenario,day_type,group,agent_count,coupon_reached,coupon_participated,coupon_awarded,coupon_redeemed,coupon_induced_requests,coupon_subsidy_yuan,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,mean_ride_hailing_wait_minutes_per_request,fallback_attempts,transport_unmet,mandatory_activity_incomplete,necessary_activity_completion_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,total_outdoor_exposure_minutes,total_heat_risk_burden
47,C1_public_limited,W1,workday,40-59,66,66,44,15,2,1,11.52,7,7,0,11.057571,0,0,2,0.967742,0,86,45,7,2439.439,17751.479902
47,C1_public_limited,W1,workday,60+_digital,26,26,15,4,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,32,2,1,607.98,8642.1569
47,C1_public_limited,W1,workday,60+_nondigital_assisted,19,19,7,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,26,3,0,519.757,7206.309501
47,C1_public_limited,W1,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,14,0,0,295.057,4145.9275
47,C1_public_limited,W2,workday,18-39,80,80,58,20,9,4,73.34,33,33,0,11.131636,0,0,2,0.972973,2,37,94,33,3583.985,0.0
47,C1_public_limited,W2,workday,40-59,66,66,44,15,5,4,29.2,26,26,0,11.702267,0,0,6,0.903226,0,45,63,26,2620.602,0.0
47,C1_public_limited,W2,workday,60+_digital,26,26,15,4,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,29,5,1,655.655,0.0
47,C1_public_limited,W2,workday,60+_nondigital_assisted,19,19,7,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,20,5,0,480.403,0.0
47,C1_public_limited,W2,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,1,0,301.057,0.0
47,C2_elder_limited,W0,workday,18-39,80,0,0,0,0,0,0.0,20,20,0,11.0327,0,0,2,0.972973,3,65,90,20,3603.706,0.0
47,C2_elder_limited,W0,workday,40-59,66,0,0,0,0,0,0.0,6,6,0,11.208167,0,0,2,0.967742,0,87,45,6,2447.714,0.0
47,C2_elder_limited,W0,workday,60+_digital,26,26,0,24,1,0,3.19,1,1,0,8.0,0,0,0,1.0,0,33,2,1,619.98,0.0
47,C2_elder_limited,W0,workday,60+_nondigital_assisted,19,19,0,16,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,26,3,0,519.757,0.0
47,C2_elder_limited,W0,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,14,0,0,295.057,0.0
47,C2_elder_limited,W1,workday,18-39,80,0,0,0,0,0,0.0,20,20,0,11.0327,0,0,2,0.972973,3,64,89,20,3557.992,21448.030332
47,C2_elder_limited,W1,workday,40-59,66,0,0,0,0,0,0.0,6,6,0,11.208167,0,0,2,0.967742,0,87,45,6,2447.714,17774.61217
47,C2_elder_limited,W1,workday,60+_digital,26,26,0,24,1,0,3.19,1,1,0,8.0,0,0,0,1.0,0,32,2,1,607.98,8642.200233
47,C2_elder_limited,W1,workday,60+_nondigital_assisted,19,19,0,16,1,1,2.8,1,1,0,8.0,0,0,0,1.0,0,25,3,1,505.757,6972.547834
47,C2_elder_limited,W1,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,14,0,0,295.057,4145.9275
47,C2_elder_limited,W2,workday,18-39,80,0,0,0,0,0,0.0,29,29,0,11.016793,0,0,2,0.972973,2,40,95,29,3623.764,0.0
47,C2_elder_limited,W2,workday,40-59,66,0,0,0,0,0,0.0,22,22,0,11.965743,0,0,6,0.903226,0,48,64,22,2663.994,0.0
47,C2_elder_limited,W2,workday,60+_digital,26,26,0,24,1,0,3.19,1,1,0,8.0,0,0,0,1.0,0,29,5,1,655.655,0.0
47,C2_elder_limited,W2,workday,60+_nondigital_assisted,19,19,0,16,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,20,5,0,480.403,0.0
47,C2_elder_limited,W2,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,1,0,301.057,0.0
47,C3_mixed,W0,workday,18-39,80,80,58,13,4,1,33.3,21,21,0,10.983524,0,0,2,0.972973,3,64,90,21,3601.706,0.0
47,C3_mixed,W0,workday,40-59,66,66,44,10,0,0,0.0,6,6,0,11.208167,0,0,2,0.967742,0,87,45,6,2447.714,0.0
47,C3_mixed,W0,workday,60+_digital,26,26,15,10,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,33,2,1,619.98,0.0
47,C3_mixed,W0,workday,60+_nondigital_assisted,19,19,7,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,26,3,0,519.757,0.0
47,C3_mixed,W0,workday,60+_nondigital_unassisted,9,3,0,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,14,0,0,295.057,0.0
47,C3_mixed,W1,workday,18-39,80,80,58,13,4,1,33.3,21,21,0,10.983524,0,0,2,0.972973,3,63,89,21,3555.992,21442.030332
47,C3_mixed,W1,workday,40-59,66,66,44,10,0,0,0.0,6,6,0,11.208167,0,0,2,0.967742,0,87,45,6,2447.714,17774.61217
47,C3_mixed,W1,workday,60+_digital,26,26,15,10,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,32,2,1,607.98,8642.178567
47,C3_mixed,W1,workday,60+_nondigital_assisted,19,19,7,6,1,1,2.8,1,1,0,8.0,0,0,0,1.0,0,25,3,1,505.757,6972.547834
47,C3_mixed,W1,workday,60+_nondigital_unassisted,9,3,0,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,14,0,0,295.057,4145.9275
47,C3_mixed,W2,workday,18-39,80,80,58,13,6,2,50.93,31,31,0,11.052258,0,0,2,0.972973,2,39,94,31,3588.969,0.0
47,C3_mixed,W2,workday,40-59,66,66,44,10,3,3,17.68,25,25,0,11.770611,0,0,6,0.903226,0,45,64,25,2630.584,0.0
47,C3_mixed,W2,workday,60+_digital,26,26,15,10,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,29,5,1,655.655,0.0
47,C3_mixed,W2,workday,60+_nondigital_assisted,19,19,7,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,20,5,0,480.403,0.0
47,C3_mixed,W2,workday,60+_nondigital_unassisted,9,3,0,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,1,0,301.057,0.0
48,C0_no_coupon,W0,workday,18-39,80,0,0,0,0,0,0.0,16,16,0,11.465375,0,0,1,0.986301,4,80,72,16,3216.908,0.0
48,C0_no_coupon,W0,workday,40-59,66,0,0,0,0,0,0.0,5,5,0,9.6412,0,0,0,1.0,0,73,56,5,2518.962,0.0
48,C0_no_coupon,W0,workday,60+_digital,26,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,5,0,501.308,0.0
48,C0_no_coupon,W0,workday,60+_nondigital_assisted,21,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,34,3,0,672.6,0.0
48,C0_no_coupon,W0,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,2,0,239.786,0.0
48,C0_no_coupon,W1,workday,18-39,80,0,0,0,0,0,0.0,16,16,0,11.465375,0,0,1,0.986301,4,79,71,16,3185.908,19531.618332
48,C0_no_coupon,W1,workday,40-59,66,0,0,0,0,0,0.0,3,3,0,10.735333,0,0,0,1.0,0,73,56,3,2502.962,18010.735046
48,C0_no_coupon,W1,workday,60+_digital,26,0,0,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,21,5,1,457.308,5913.997701
48,C0_no_coupon,W1,workday,60+_nondigital_assisted,21,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,30,3,0,594.1,7863.621134
48,C0_no_coupon,W1,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,209.786,3291.768134
48,C0_no_coupon,W2,workday,18-39,80,0,0,0,0,0,0.0,33,33,0,12.004728,0,0,2,0.972603,4,39,91,33,3482.365,0.0
48,C0_no_coupon,W2,workday,40-59,66,0,0,0,0,0,0.0,19,18,1,12.448895,1,0,1,0.983607,0,44,69,18,2724.443,0.0
48,C0_no_coupon,W2,workday,60+_digital,26,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,21,5,0,476.788,0.0
48,C0_no_coupon,W2,workday,60+_nondigital_assisted,21,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1,0.8,0,25,1,0,484.6,0.0
48,C0_no_coupon,W2,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,2,0,244.786,0.0
48,C1_public_limited,W0,workday,18-39,80,80,70,20,9,6,64.99,22,22,0,11.012682,0,0,1,0.986301,4,76,70,22,3143.909,0.0
48,C1_public_limited,W0,workday,40-59,66,66,42,12,1,1,9.38,6,6,0,9.701,0,0,0,1.0,0,72,56,6,2513.248,0.0
48,C1_public_limited,W0,workday,60+_digital,26,26,15,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,5,0,501.308,0.0
48,C1_public_limited,W0,workday,60+_nondigital_assisted,21,21,10,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,34,3,0,672.6,0.0
48,C1_public_limited,W0,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,2,0,239.786,0.0
48,C1_public_limited,W1,workday,18-39,80,80,70,20,9,6,64.99,22,22,0,11.012682,0,0,1,0.986301,4,75,69,22,3112.909,19154.712
48,C1_public_limited,W1,workday,40-59,66,66,42,12,1,1,9.38,4,4,0,10.5515,0,0,0,1.0,0,72,56,4,2497.248,17977.202646
48,C1_public_limited,W1,workday,60+_digital,26,26,15,4,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,21,5,1,457.308,5913.976034
48,C1_public_limited,W1,workday,60+_nondigital_assisted,21,21,10,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,30,3,0,594.1,7863.556134
48,C1_public_limited,W1,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,209.786,3291.724801
48,C1_public_limited,W2,workday,18-39,80,80,70,20,10,5,67.48,38,38,0,11.997101,0,0,2,0.972603,4,36,89,38,3442.671,0.0
48,C1_public_limited,W2,workday,40-59,66,66,42,12,3,3,25.34,22,21,1,12.011727,1,0,1,0.983607,0,43,67,21,2675.852,0.0
48,C1_public_limited,W2,workday,60+_digital,26,26,15,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,21,5,0,476.788,0.0
48,C1_public_limited,W2,workday,60+_nondigital_assisted,21,21,10,4,0,0,0.0,0,0,0,0.0,0,0,1,0.8,0,25,1,0,484.6,0.0
48,C1_public_limited,W2,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,2,0,244.786,0.0
48,C2_elder_limited,W0,workday,18-39,80,0,0,0,0,0,0.0,16,16,0,11.465375,0,0,1,0.986301,4,80,72,16,3216.908,0.0
48,C2_elder_limited,W0,workday,40-59,66,0,0,0,0,0,0.0,5,5,0,9.6412,0,0,0,1.0,0,73,56,5,2518.962,0.0
48,C2_elder_limited,W0,workday,60+_digital,26,26,0,22,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,5,0,501.308,0.0
48,C2_elder_limited,W0,workday,60+_nondigital_assisted,21,21,0,18,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,34,3,0,672.6,0.0
48,C2_elder_limited,W0,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,2,0,239.786,0.0
48,C2_elder_limited,W1,workday,18-39,80,0,0,0,0,0,0.0,16,16,0,11.465375,0,0,1,0.986301,4,79,71,16,3185.908,19531.618332
48,C2_elder_limited,W1,workday,40-59,66,0,0,0,0,0,0.0,3,3,0,10.735333,0,0,0,1.0,0,73,56,3,2502.962,18010.735046
48,C2_elder_limited,W1,workday,60+_digital,26,26,0,22,1,0,2.92,1,1,0,8.0,0,0,0,1.0,0,21,5,1,457.308,5913.997701
48,C2_elder_limited,W1,workday,60+_nondigital_assisted,21,21,0,18,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,30,3,0,594.1,7863.621134
48,C2_elder_limited,W1,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,209.786,3291.768134
48,C2_elder_limited,W2,workday,18-39,80,0,0,0,0,0,0.0,33,33,0,12.004728,0,0,2,0.972603,4,39,91,33,3482.365,0.0
48,C2_elder_limited,W2,workday,40-59,66,0,0,0,0,0,0.0,19,18,1,12.448895,1,0,1,0.983607,0,44,69,18,2724.443,0.0
48,C2_elder_limited,W2,workday,60+_digital,26,26,0,22,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,21,5,0,476.788,0.0
48,C2_elder_limited,W2,workday,60+_nondigital_assisted,21,21,0,18,0,0,0.0,0,0,0,0.0,0,0,1,0.8,0,25,1,0,484.6,0.0
48,C2_elder_limited,W2,workday,60+_nondigital_unassisted,7,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,2,0,244.786,0.0
48,C3_mixed,W0,workday,18-39,80,80,70,13,6,4,40.84,20,20,0,11.2723,0,0,1,0.986301,4,78,70,20,3160.005,0.0
48,C3_mixed,W0,workday,40-59,66,66,42,8,0,0,0.0,5,5,0,9.6412,0,0,0,1.0,0,73,56,5,2518.962,0.0
48,C3_mixed,W0,workday,60+_digital,26,26,15,10,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,5,0,501.308,0.0
48,C3_mixed,W0,workday,60+_nondigital_assisted,21,21,10,8,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,34,3,0,672.6,0.0
48,C3_mixed,W0,workday,60+_nondigital_unassisted,7,5,0,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,2,0,239.786,0.0
48,C3_mixed,W1,workday,18-39,80,80,70,13,6,4,40.84,20,20,0,11.2723,0,0,1,0.986301,4,77,69,20,3129.005,19241.579332
48,C3_mixed,W1,workday,40-59,66,66,42,8,0,0,0.0,3,3,0,10.735333,0,0,0,1.0,0,73,56,3,2502.962,18010.716712
48,C3_mixed,W1,workday,60+_digital,26,26,15,10,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,21,5,1,457.308,5913.976034
48,C3_mixed,W1,workday,60+_nondigital_assisted,21,21,10,8,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,30,3,0,594.1,7863.5778
48,C3_mixed,W1,workday,60+_nondigital_unassisted,7,5,0,1,1,1,5.3,1,1,0,6.0,0,0,0,1.0,0,8,2,1,200.786,3109.768134
48,C3_mixed,W2,workday,18-39,80,80,70,13,7,4,40.23,37,37,0,11.92486,0,0,2,0.972603,4,37,89,37,3443.716,0.0
48,C3_mixed,W2,workday,40-59,66,66,42,8,1,1,10.72,20,19,1,12.24655,1,0,1,0.983607,0,44,68,19,2695.129,0.0
48,C3_mixed,W2,workday,60+_digital,26,26,15,10,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,21,5,0,476.788,0.0
48,C3_mixed,W2,workday,60+_nondigital_assisted,21,21,10,8,0,0,0.0,0,0,0,0.0,0,0,1,0.8,0,25,1,0,484.6,0.0
48,C3_mixed,W2,workday,60+_nondigital_unassisted,7,5,0,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,2,0,244.786,0.0
49,C0_no_coupon,W0,workday,18-39,80,0,0,0,0,0,0.0,23,23,0,10.975478,0,0,1,0.986301,8,77,70,23,3482.09,0.0
49,C0_no_coupon,W0,workday,40-59,66,0,0,0,0,0,0.0,4,4,0,8.64175,0,0,2,0.96875,3,80,51,4,2451.885,0.0
49,C0_no_coupon,W0,workday,60+_digital,26,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,36,3,0,751.533,0.0
49,C0_no_coupon,W0,workday,60+_nondigital_assisted,23,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,27,3,0,554.571,0.0
49,C0_no_coupon,W0,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,0.0
49,C0_no_coupon,W1,workday,18-39,80,0,0,0,0,0,0.0,26,26,0,11.016769,0,0,1,0.986301,8,73,71,26,3469.804,21027.624668
49,C0_no_coupon,W1,workday,40-59,66,0,0,0,0,0,0.0,5,5,0,8.1134,0,0,2,0.96875,3,79,51,5,2442.885,17168.770672
49,C0_no_coupon,W1,workday,60+_digital,26,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,37,2,0,741.533,11243.254099
49,C0_no_coupon,W1,workday,60+_nondigital_assisted,23,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,3,0,468.857,6194.792934
49,C0_no_coupon,W1,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,1420.835866
49,C0_no_coupon,W2,workday,18-39,80,0,0,0,0,0,0.0,45,43,2,12.64075,2,0,3,0.958904,2,38,88,43,3561.248,0.0
49,C0_no_coupon,W2,workday,40-59,66,0,0,0,0,0,0.0,13,13,0,10.397308,0,0,2,0.96875,0,48,66,13,2538.924,0.0
49,C0_no_coupon,W2,workday,60+_digital,26,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,29,8,0,762.525,0.0
49,C0_no_coupon,W2,workday,60+_nondigital_assisted,23,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,26,4,0,582.174,0.0
49,C0_no_coupon,W2,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,106.514,0.0
49,C1_public_limited,W0,workday,18-39,80,80,62,19,9,1,54.31,24,24,0,10.907042,0,0,1,0.986301,8,76,70,24,3472.975,0.0
49,C1_public_limited,W0,workday,40-59,66,66,43,16,3,1,18.0,5,5,0,9.0468,0,0,2,0.96875,3,79,51,5,2443.695,0.0
49,C1_public_limited,W0,workday,60+_digital,26,26,14,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,36,3,0,751.533,0.0
49,C1_public_limited,W0,workday,60+_nondigital_assisted,23,23,8,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,27,3,0,554.571,0.0
49,C1_public_limited,W0,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,0.0
49,C1_public_limited,W1,workday,18-39,80,80,62,19,10,2,59.55,28,28,0,10.831036,0,0,1,0.986301,8,71,71,28,3455.689,20953.403001
49,C1_public_limited,W1,workday,40-59,66,66,43,16,3,1,18.0,6,6,0,8.539,0,0,2,0.96875,3,78,51,6,2434.695,17095.799972
49,C1_public_limited,W1,workday,60+_digital,26,26,14,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,37,2,0,741.533,11243.254099
49,C1_public_limited,W1,workday,60+_nondigital_assisted,23,23,8,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,3,0,468.857,6194.771267
49,C1_public_limited,W1,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,1420.835866
49,C1_public_limited,W2,workday,18-39,80,80,62,19,13,4,77.56,49,47,2,12.504445,2,0,3,0.958904,2,35,87,47,3536.904,0.0
49,C1_public_limited,W2,workday,40-59,66,66,43,16,6,3,41.41,16,16,0,10.822812,0,0,2,0.96875,0,45,66,16,2529.332,0.0
49,C1_public_limited,W2,workday,60+_digital,26,26,14,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,29,8,0,762.525,0.0
49,C1_public_limited,W2,workday,60+_nondigital_assisted,23,23,8,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,26,4,0,582.174,0.0
49,C1_public_limited,W2,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,106.514,0.0
49,C2_elder_limited,W0,workday,18-39,80,0,0,0,0,0,0.0,23,23,0,10.975478,0,0,1,0.986301,8,77,70,23,3482.09,0.0
49,C2_elder_limited,W0,workday,40-59,66,0,0,0,0,0,0.0,4,4,0,8.64175,0,0,2,0.96875,3,80,51,4,2451.885,0.0
49,C2_elder_limited,W0,workday,60+_digital,26,26,0,23,1,1,2.8,1,1,0,8.0,0,0,0,1.0,0,35,3,1,737.533,0.0
49,C2_elder_limited,W0,workday,60+_nondigital_assisted,23,23,0,17,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,27,3,0,554.571,0.0
49,C2_elder_limited,W0,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,0.0
49,C2_elder_limited,W1,workday,18-39,80,0,0,0,0,0,0.0,26,26,0,11.016769,0,0,1,0.986301,8,73,71,26,3469.804,21027.624668
49,C2_elder_limited,W1,workday,40-59,66,0,0,0,0,0,0.0,5,5,0,8.1134,0,0,2,0.96875,3,79,51,5,2442.885,17168.770672
49,C2_elder_limited,W1,workday,60+_digital,26,26,0,23,2,2,7.31,2,2,0,10.0,0,0,0,1.0,0,35,2,2,705.533,10715.974099
49,C2_elder_limited,W1,workday,60+_nondigital_assisted,23,23,0,17,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,24,3,0,468.857,6194.792934
49,C2_elder_limited,W1,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,1420.835866
49,C2_elder_limited,W2,workday,18-39,80,0,0,0,0,0,0.0,45,43,2,12.640984,2,0,3,0.958904,2,38,88,43,3561.258,0.0
49,C2_elder_limited,W2,workday,40-59,66,0,0,0,0,0,0.0,13,13,0,10.397308,0,0,2,0.96875,0,48,66,13,2538.924,0.0
49,C2_elder_limited,W2,workday,60+_digital,26,26,0,23,1,1,2.8,1,1,0,8.0,0,0,0,1.0,0,28,8,1,748.525,0.0
49,C2_elder_limited,W2,workday,60+_nondigital_assisted,23,23,0,17,1,1,5.3,1,1,0,10.0,0,0,0,1.0,0,25,4,1,580.174,0.0
49,C2_elder_limited,W2,workday,60+_nondigital_unassisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,106.514,0.0
49,C3_mixed,W0,workday,18-39,80,80,62,13,6,1,36.32,24,24,0,10.907042,0,0,1,0.986301,8,76,70,24,3472.975,0.0
49,C3_mixed,W0,workday,40-59,66,66,43,11,2,0,13.51,4,4,0,8.64175,0,0,2,0.96875,3,80,51,4,2451.885,0.0
49,C3_mixed,W0,workday,60+_digital,26,26,14,10,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,36,3,0,751.533,0.0
49,C3_mixed,W0,workday,60+_nondigital_assisted,23,23,8,5,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,27,3,0,554.571,0.0
49,C3_mixed,W0,workday,60+_nondigital_unassisted,5,2,0,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,3,0,104.514,0.0
49,C3_mixed,W1,workday,18-39,80,80,62,13,7,2,41.56,28,28,0,10.831036,0,0,1,0.986301,8,71,71,28,3455.689,20953.403001
49,C3_mixed,W1,workday,40-59,66,66,43,11,2,0,13.51,5,5,0,8.1134,0,0,2,0.96875,3,79,51,5,2442.885,17168.789004
49,C3_mixed,W1,workday,60+_digital,26,26,14,10,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,37,2,0,741.533,11243.254099
